Classifier,Count,Cycle,Split,Train Acc,Test Acc,F1 Score,Train Time (ms),clfs per ms,Confusion Matrix,Params
Ramos,Full,3,2,1,0.855855856,5.165380064,32.81004429,26.59389369,"[[ 58   1   0   0   0   0]
 [  1  69  10   0   0   0]
 [  0   5 130   6   4   1]
 [  0   0   7  79  11   4]
 [  0   0   1   8  59   6]
 [  0   0   1   1  13  80]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[68.84758, 43.51906, ...,  2.49044, 60.08569],
       [43.51906, 27.95425, ...,  2.79436, 37.29986],
       ...,
       [ 2.49044,  2.79436, ...,  3.43146,  0.30926],
       [60.08569, 37.29986, ...,  0.30926, 53.47898]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,3,3,1,0.834234234,5.026031174,22.51029015,22.79453412,"[[ 59   0   0   0   0   0]
 [  0  70   8   2   0   0]
 [  0  11 125   7   3   0]
 [  0   2   8  74  16   1]
 [  0   0   3   9  50  12]
 [  0   0   1   1   8  85]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 7.84072, 21.28116, ...,  3.67432, -1.28417],
       [21.28116, 68.84758, ..., 16.74272,  2.49044],
       ...,
       [ 3.67432, 16.74272, ...,  5.85586,  3.04735],
       [-1.28417,  2.49044, ...,  3.04735,  3.43146]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,3,4,1,0.863063063,5.186237372,25.8384943,19.06467058,"[[ 59   0   0   0   0   0]
 [  2  70   8   0   0   0]
 [  0  11 130   3   2   0]
 [  0   0   9  80  11   1]
 [  0   0   0  11  55   8]
 [  0   0   0   2   8  85]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 7.84072, 21.28116, ...,  3.67432, 19.71878],
       [21.28116, 68.84758, ..., 16.74272, 60.08569],
       ...,
       [ 3.67432, 16.74272, ...,  5.85586, 13.24966],
       [19.71878, 60.08569, ..., 13.24966, 53.47898]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,3,5,1,0.862815884,5.201052706,22.0795393,20.64114578,"[[ 59   0   0   0   0   0]
 [  0  72   7   1   0   0]
 [  1   8 130   7   0   0]
 [  0   0  11  74  15   1]
 [  0   0   3  10  55   6]
 [  0   0   0   1   5  88]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 7.84072, 21.28116, ..., -1.28417, 19.71878],
       [21.28116, 68.84758, ...,  2.49044, 60.08569],
       ...,
       [-1.28417,  2.49044, ...,  3.43146,  0.30926],
       [19.71878, 60.08569, ...,  0.30926, 53.47898]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,3,6,1,0.855595668,5.152073309,22.93667793,25.52764393,"[[ 58   0   0   1   0   0]
 [  3  67   8   1   1   0]
 [  0  10 132   3   1   0]
 [  0   0  15  78   5   3]
 [  0   0   1  10  55   8]
 [  0   0   2   2   6  84]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 7.84072, 21.28116, ..., -1.28417, 19.71878],
       [21.28116, 68.84758, ...,  2.49044, 60.08569],
       ...,
       [-1.28417,  2.49044, ...,  3.43146,  0.30926],
       [19.71878, 60.08569, ...,  0.30926, 53.47898]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,3,7,1,0.862567812,5.191461034,22.51472473,24.55800837,"[[ 59   0   0   0   0   0]
 [  1  70   8   1   0   0]
 [  0  14 127   3   1   1]
 [  0   1   5  81  14   0]
 [  0   0   1   7  56   9]
 [  0   0   1   4   5  84]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 7.84072, 21.28116, ..., -1.28417, 19.71878],
       [21.28116, 68.84758, ...,  2.49044, 60.08569],
       ...,
       [-1.28417,  2.49044, ...,  3.43146,  0.30926],
       [19.71878, 60.08569, ...,  0.30926, 53.47898]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,3,8,1,0.856884058,5.163165327,30.26280403,24.56469071,"[[ 58   1   0   0   0   0]
 [  0  73   7   0   0   0]
 [  1  10 125   6   3   0]
 [  0   0   5  81  13   2]
 [  0   0   1  15  54   3]
 [  0   0   1   0  11  82]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 7.84072, 21.28116, ..., -1.28417, 19.71878],
       [21.28116, 68.84758, ...,  2.49044, 60.08569],
       ...,
       [-1.28417,  2.49044, ...,  3.43146,  0.30926],
       [19.71878, 60.08569, ...,  0.30926, 53.47898]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,3,9,1,0.852994555,5.129839974,21.32031918,26.86671882,"[[ 59   0   0   0   0   0]
 [  1  70   9   0   0   0]
 [  0   8 128   7   2   0]
 [  0   1  10  80   9   0]
 [  0   0   0  11  51  11]
 [  0   0   1   0  11  82]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 7.84072,  4.70817, ..., -1.28417, 19.71878],
       [ 4.70817,  6.90606, ...,  2.85363, 15.82291],
       ...,
       [-1.28417,  2.85363, ...,  3.43146,  0.30926],
       [19.71878, 15.82291, ...,  0.30926, 53.47898]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,4,0,1,0.856115108,5.135303736,24.21841621,24.54329574,"[[ 59   0   0   0   0   0]
 [  2  71   7   1   0   0]
 [  1   9 130   2   4   0]
 [  0   0   7  82  12   0]
 [  0   0   4  11  51   8]
 [  0   0   0   3   9  83]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 1.85942, -0.27632, ...,  2.20742,  1.62641],
       [-0.27632, 12.70855, ..., 15.57508, 23.26612],
       ...,
       [ 2.20742, 15.57508, ..., 22.58575, 31.44315],
       [ 1.62641, 23.26612, ..., 31.44315, 45.04744]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,4,1,1,0.852517986,5.13170542,22.82984257,24.54392957,"[[ 57   2   0   0   0   0]
 [  0  71  10   0   0   0]
 [  0  11 130   5   0   0]
 [  1   0  10  78  12   0]
 [  0   0   0  14  54   6]
 [  0   0   2   2   7  84]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 1.85942, -0.27632, ...,  1.43169,  1.62641],
       [-0.27632, 12.70855, ..., 25.83943, 23.26612],
       ...,
       [ 1.43169, 25.83943, ..., 54.68175, 49.59887],
       [ 1.62641, 23.26612, ..., 49.59887, 45.04744]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,4,2,1,0.843243243,5.075701516,18.74859333,22.52966358,"[[ 57   1   0   1   0   0]
 [  0  72   8   0   0   0]
 [  0   4 130  10   2   0]
 [  0   1  11  75  12   2]
 [  0   0   2  17  47   8]
 [  0   0   1   2   5  87]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[12.70855, 17.20072, ..., 15.57508, 23.26612],
       [17.20072, 26.47841, ..., 24.42475, 34.29087],
       ...,
       [15.57508, 24.42475, ..., 22.58575, 31.44315],
       [23.26612, 34.29087, ..., 31.44315, 45.04744]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,4,3,1,0.848648649,5.120143158,23.29804897,22.79652195,"[[ 59   0   0   0   0   0]
 [  0  72   7   1   0   0]
 [  2   4 134   5   1   0]
 [  0   0  14  67  17   3]
 [  0   0   2  13  56   3]
 [  0   0   0   2  10  83]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 1.85942, -0.27632, ...,  2.20742,  1.62641],
       [-0.27632, 12.70855, ..., 15.57508, 23.26612],
       ...,
       [ 2.20742, 15.57508, ..., 22.58575, 31.44315],
       [ 1.62641, 23.26612, ..., 31.44315, 45.04744]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,4,4,1,0.872072072,5.252602883,27.44598389,25.98315203,"[[ 59   0   0   0   0   0]
 [  0  76   4   0   0   0]
 [  1  10 133   1   1   0]
 [  0   0   6  74  20   1]
 [  0   0   1   6  60   7]
 [  0   0   1   5   7  82]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 1.85942, -0.27632, ...,  2.20742,  1.62641],
       [-0.27632, 12.70855, ..., 15.57508, 23.26612],
       ...,
       [ 2.20742, 15.57508, ..., 22.58575, 31.44315],
       [ 1.62641, 23.26612, ..., 31.44315, 45.04744]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,4,5,1,0.866425993,5.208724432,21.25160694,22.80131775,"[[ 58   1   0   0   0   0]
 [  1  72   6   0   0   1]
 [  0   7 132   5   2   0]
 [  0   0   7  83  10   1]
 [  0   0   1  17  54   2]
 [  0   0   0   2  11  81]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 1.85942, -0.27632, ...,  2.20742,  1.62641],
       [-0.27632, 12.70855, ..., 15.57508, 23.26612],
       ...,
       [ 2.20742, 15.57508, ..., 22.58575, 31.44315],
       [ 1.62641, 23.26612, ..., 31.44315, 45.04744]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,4,6,1,0.857400722,5.171201628,24.60987568,24.80403426,"[[ 58   1   0   0   0   0]
 [  1  72   6   1   0   0]
 [  0  13 126   6   1   0]
 [  0   0   8  84   8   1]
 [  0   0   2  11  56   5]
 [  0   0   2   1  12  79]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 1.85942, -0.27632, ...,  1.43169,  2.20742],
       [-0.27632, 12.70855, ..., 25.83943, 15.57508],
       ...,
       [ 1.43169, 25.83943, ..., 54.68175, 34.40626],
       [ 2.20742, 15.57508, ..., 34.40626, 22.58575]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,4,7,1,0.840867993,5.091373306,23.37338924,15.32400396,"[[ 59   0   0   0   0   0]
 [  1  71   8   0   0   0]
 [  0  17 121   5   3   0]
 [  0   2   6  79  14   0]
 [  0   0   1  10  57   5]
 [  0   0   2   3  11  78]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 1.85942, -0.27632, ...,  2.20742,  1.62641],
       [-0.27632, 12.70855, ..., 15.57508, 23.26612],
       ...,
       [ 2.20742, 15.57508, ..., 22.58575, 31.44315],
       [ 1.62641, 23.26612, ..., 31.44315, 45.04744]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,4,8,1,0.829710145,5.008630479,24.77149963,23.8626071,"[[ 59   0   0   0   0   0]
 [  1  66  10   2   1   0]
 [  0  11 122   7   3   2]
 [  0   0  10  79   9   3]
 [  0   0   1  10  52  10]
 [  0   0   1   3  10  80]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 1.85942,  2.06047, ...,  2.20742,  1.62641],
       [ 2.06047, 26.47841, ..., 24.42475, 34.29087],
       ...,
       [ 2.20742, 24.42475, ..., 22.58575, 31.44315],
       [ 1.62641, 34.29087, ..., 31.44315, 45.04744]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
Ramos,Full,4,9,1,0.872958258,5.257091645,22.51942158,22.69497356,"[[ 59   0   0   0   0   0]
 [  1  71   8   0   0   0]
 [  0  15 127   3   0   0]
 [  0   1   8  83   7   1]
 [  0   0   0   9  54  10]
 [  0   0   1   2   4  87]]","KNeighborsClassifier(algorithm='brute', leaf_size=30, metric='mahalanobis',
           metric_params={'V': array([[ 1.85942, -0.27632, ...,  2.20742,  1.62641],
       [-0.27632, 12.70855, ..., 15.57508, 23.26612],
       ...,
       [ 2.20742, 15.57508, ..., 22.58575, 31.44315],
       [ 1.62641, 23.26612, ..., 31.44315, 45.04744]])},
           n_jobs=1, n_neighbors=5, p=2, weights='distance')"
