Amean,Avar,ASkew,AKurt,Rmean,Rvar,RSkew,RKurt,Gmean,Gvar,GSkew,GKurt,Bmean,Bvar,BSkew,BKurt,Graymean,Grayvar,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity20,Dissimilarity2PI/2,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy20,Energy135,Correlation0,Correlation45,Correlation90,Correlation135,Entropy0,Entropy45,Entropy90,Entropy135,FileAddress
120.80635501234568,1964.504607840979,-0.12305633197035155,0.07935187075445738,119.77786044444444,2283.6221594993385,-0.22988195007427872,-0.3236432077788547,121.1708042962963,2058.909928262739,-0.18558926784164317,-0.1362929046797654,121.47040029629629,1549.3501552649477,0.19660193448157937,0.9265520172183161,120.89640459937785,2057.7406054603916,-0.1731394316532167,-0.12914572929806623,0.3463488888888889,0.6536511111111111,171.9331918046755,338.9631436356952,201.59734296724474,322.1199467556327,7.8114727131266,10.752568923597037,7.45134830294946,10.421420301505568,0.22461373496350046,0.17670260179492386,0.23141767834076118,0.18018174534900014,0.021155194875945933,0.01840534983197998,0.021285350484719332,0.0186982754324779,0.9582534104186576,0.9177182586542385,0.9510566169613841,0.9218068842733202,12.369875794342061,12.787715448034419,12.27699309110579,12.7443242643978,D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\1\GOPR0817.JPG
120.34684375308642,2411.3598636578577,-0.1423083713442995,-0.5762811522564726,118.75218711111111,2815.312056179512,-0.21133991812772634,-0.8644718479848179,120.3667562962963,2548.4817545598667,-0.17312262403964587,-0.749689891780339,121.92158785185185,1865.2626349424281,0.09675273295295271,-0.005500462885772883,120.1357636996,2541.1401024528127,-0.16664146130216698,-0.7413207676307665,0.3734968888888889,0.6265031111111111,266.4007298729205,461.76434459923,248.65634074403437,449.5210211614929,10.270472527879663,13.410713160500663,8.56348258485252,13.169237678307182,0.1848742638194243,0.14538703895550745,0.20862786225039326,0.14879954333457954,0.01826552537785315,0.015946245574662225,0.019018375194995312,0.01623847960045251,0.9476031281387647,0.9091995772869719,0.9510990111805745,0.9116070887203264,12.812741267306388,13.18546389352612,12.590433807717506,13.147681788362128,D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\1\GOPR0818.JPG
124.65459851851851,2560.095803495597,-0.15288304500228184,-0.6033229761873096,123.037208,3016.3682890462155,-0.2239171260870169,-0.9020105133062568,124.85338281481482,2707.9345339195233,-0.18394418271337898,-0.7764358732906578,126.07320474074074,1951.3166766214893,0.09655340608728183,-0.008052848608943286,124.55539482752599,2701.3719986344995,-0.1782464089213185,-0.7693886284255838,0.3800517037037037,0.6199482962962963,323.93556874513695,525.9931297686157,271.3347400326072,528.0772055187805,11.578987662554178,14.62546623292691,9.056191344301173,14.767909148907055,0.172047954097884,0.1352010585813734,0.19948286428198733,0.1366432221927849,0.01823095851269097,0.016050713203927123,0.018829621444809985,0.016189267194013264,0.9400780674478911,0.9027245025534422,0.9498139832045702,0.9023390892285261,12.99597321500506,13.34905309073527,12.736437446410173,13.339763716414561,D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\1\GOPR0819.JPG
124.06100207407407,2596.0368345988136,-0.16627647931546227,-0.6469430874934052,122.45358518518519,3055.926670850149,-0.23447194976397942,-0.9334331522160713,124.20893555555556,2747.8344557114046,-0.19603113209158368,-0.8144336225216722,125.52048548148149,1979.6136120487524,0.07624981769576336,-0.08511568950707682,123.93048635151112,2741.2008171274415,-0.19108859848093265,-0.8071912072868361,0.3778074074074074,0.6221925925925926,330.28506598495807,538.8745390304251,273.68215769971863,531.6781796689007,11.703614389981837,14.891041048068345,9.115125537275823,14.8071381730771,0.16988777346879674,0.1326549773059165,0.19877055443647876,0.13562948816619652,0.01866823864656832,0.016458848153363032,0.01926645615400893,0.01669292787388274,0.9397927740110332,0.9017932647531105,0.9501140101078014,0.903104768930602,12.979170426842353,13.339509051189598,12.719575076481329,13.311033362837861,D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\1\GOPR0820.JPG
125.96037091358025,2583.052431362663,-0.18854642473766653,-0.6480328426860686,124.45606577777778,3045.6425056359726,-0.2575340767098203,-0.9296486656296223,126.18441644444444,2737.128696797237,-0.22045347321307007,-0.8141628578031037,127.24063051851851,1962.4338966572614,0.05713684503343182,-0.09734729385738383,125.8932949625185,2730.1525363287033,-0.2151485926953635,-0.8071185710799078,0.37567274074074075,0.6243272592592592,326.7135763773111,534.0324317383993,270.67776774862904,525.4275329067001,11.617799859212333,14.808871076189467,9.070163480065208,14.69742441196124,0.17112500947811646,0.13340104224987087,0.19911759375683707,0.1366897546940219,0.018692285459497703,0.01645098230375254,0.01924983267614916,0.016680496889034228,0.9401992309633991,0.9022756688987106,0.9504594443842644,0.9038502919501978,12.974709519543808,13.337280334382354,12.717299751906607,13.30782009347534,D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\1\GOPR0821.JPG
125.67273516049383,2577.53831367544,-0.18255326395969632,-0.6545172401030821,124.10584074074075,3033.9242432190817,-0.2502924346156665,-0.9326010584989342,125.89400948148148,2731.295914454427,-0.21406817185649604,-0.8201296616314409,127.01835525925927,1963.0799694548275,0.06026480631398714,-0.11279750667976218,125.5950889546518,2723.803794505764,-0.20867596657055834,-0.8126623870620078,0.3757992592592593,0.6242007407407407,323.5996904153237,530.62496198896,269.0217449236698,520.529997178547,11.558793820162268,14.755809814179944,9.044125537275823,14.622664202132881,0.171280539618951,0.13384217145687505,0.19969674543347135,0.13682670896390217,0.01844235729355358,0.016216855854798817,0.01905479093974654,0.016436357515470203,0.9406343754311077,0.9026780177127712,0.9506490258558904,0.9045295467745061,12.97577682066177,13.338263406819825,12.717073698240917,13.309270545233236,D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\1\GOPR0822.JPG
123.15173595061728,2525.386365979062,-0.15964937651529887,-0.5996749127366772,121.39195659259259,2964.466566029522,-0.22907443331845104,-0.8924087603662665,123.28130518518519,2672.077836577975,-0.19102308046046454,-0.7690239137969024,124.78194607407407,1933.8434987076114,0.0909151424580638,-0.03436192137937244,122.98801481734831,2665.397004524864,-0.18554987601338124,-0.7619791051844516,0.3730931851851852,0.6269068148148148,308.3370332333002,514.3696201683352,263.80282866459163,500.41196687616787,11.246052980623169,14.478694617488461,8.940514154439015,14.256864041385656,0.17313916273371144,0.13514477413324985,0.20126538933942933,0.13863254625754504,0.01855005817166104,0.016299463872048274,0.019189286538311565,0.016553439367764506,0.9421912408732657,0.9035870637799001,0.9505434413102388,0.9062032832341678,12.931536698035739,13.29999409475928,12.682999000086259,13.264689694787679,D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\1\GOPR0823.JPG
124.22932074074075,2556.5927496275003,-0.16502942505006812,-0.6344602486293311,122.5521237037037,3004.20919748988,-0.2320873194282189,-0.9208971060846647,124.3210802962963,2707.101166998879,-0.19583887918730558,-0.8007794117677602,125.81475822222222,1953.1328626689537,0.07973525676714595,-0.08151306336816067,124.05287119882952,2700.106177954913,-0.19044112492890417,-0.7939956596922038,0.37728725925925927,0.6227127407407408,315.70186595531834,522.0042505646242,266.4283023566029,510.9619066737972,11.399511540883994,14.607892122333359,8.98244553134727,14.441058090951028,0.17201553099094613,0.1343556153769964,0.20054319370705326,0.13751605802519526,0.01835935378090765,0.01613353812840141,0.019025308613832243,0.016367235146638254,0.9415766538441687,0.9034216698942164,0.9506970460291443,0.9054646699341723,12.958895731028054,13.322988178378779,12.701509372499563,13.292236653255719,D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\1\GOPR0824.JPG
120.64386291358025,2504.8513605485114,-0.12086344224829038,-0.6308627567017142,118.88809644444444,2948.97928485351,-0.18366206686656245,-0.9360922176363715,120.67685333333333,2648.1290446762678,-0.1503496820454467,-0.7960232734206834,122.36663896296297,1911.393990537503,0.11772357734584646,-0.035847790829540926,120.41857603834069,2643.089850678459,-0.14412918311007408,-0.7919665115758106,0.3895896296296296,0.6104103703703704,283.60961046274673,477.2686760415619,258.38802771602195,484.1272755658438,10.630452076618132,13.727483490495052,8.721827330665484,13.745819230391168,0.1813188084192208,0.1423148441248965,0.206692200568261,0.1436550967463065,0.017877517596905233,0.015624631644249716,0.01859748180664299,0.015734637026625677,0.946388268617794,0.909801915870366,0.9511597742528283,0.908505732962743,12.892901873389802,13.2550984671555,12.661189719233025,13.250937067949419,D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\1\GOPR0825.JPG
122.9171310617284,2382.046762664996,-0.21048790437217144,-0.5548370689156883,121.48086711111111,2794.936817636268,-0.2803850784756204,-0.8386807372681373,122.95456414814815,2518.0190271389242,-0.2445547466575646,-0.7226141699977449,124.31596192592593,1829.163460061366,0.038364355057685776,-0.013227257556385652,122.73956030755538,2512.6294502555425,-0.23875308086733332,-0.7149093422119859,0.3559674074074074,0.6440325925925926,272.39584750472375,478.2565374170228,250.1865020008894,442.61147327751627,10.421539327924139,13.811610688074316,8.798910182303247,13.192429045935123,0.18201850286790613,0.14163193415494704,0.20264648732989637,0.1476751416446053,0.01932451619326691,0.016881406832492264,0.019790507520819168,0.017354548104387427,0.9458302042253808,0.9049158089599614,0.9502489962823387,0.9120025550064244,12.780819476309668,13.174907972092855,12.593488033139463,13.09890360691596,D://Solar Panels//Solar Data//5-7-18\Dirty (0-20)\1\GOPR0826.JPG
