AKurt,Rmean,RKurt,Gmean,GKurt,Graymean,GrayKurt,Contrast45,Contrast90,Contrast135,Class,FileAddress
4.401454429029151,140.0815872266152,3.462863543917288,138.67142952056437,3.8815911958943903,138.0270890180623,4.014045360622947,311.51316167340127,192.41404153328813,310.653468590358,Dirty (60-80),D://Solar Panels//NoBG\27-8-18\Dirty (60-80)\7\GOPR1475\GOPR1475-frame100.jpg
-0.6955877965204014,109.49108397467178,-0.9703761531582059,107.10976419280821,-0.8559067457207088,107.31562178589552,-0.8235122115779094,717.0434337244626,467.8670841821064,723.9760256519154,Dirty (20-40),D://Solar Panels//NoBG\5-7-18\Dirty (20-40)\14\GOPR1133\GOPR1133-frame450.jpg
7.179285566728701,141.68332150985782,5.821697872821881,137.5643241391429,6.973063598396068,136.9754265555497,6.923722437666411,261.16871938616606,143.8441319478125,264.48766750393366,Dirty (80-100),D://Solar Panels//NoBG\2-7-18\Dirty (80-100)\4\GOPR0786\GOPR0786-frame100.jpg
0.8466784462152172,124.56691213725992,0.2252536632916655,122.63277508481785,0.6044296613147653,122.67854841960316,0.6074237942682954,422.68159893703523,288.9780703349825,414.7951173589284,Dirty (60-80),D://Solar Panels//NoBG\27-8-18\Dirty (60-80)\9\GOPR1498\GOPR1498-frame320.jpg
1.1923365902264962,140.99787998171647,0.440085222480441,138.97403652617913,0.8745655944171249,138.4527603566334,0.9120508896393013,279.689508479855,178.69220967924457,271.68868941443907,Dirty (60-80),D://Solar Panels//NoBG\27-8-18\Dirty (60-80)\10\GOPR1509\GOPR1509-frame780.jpg
0.7057369702362695,100.14259740716015,0.7489773498796075,103.37834429235487,0.7419052046390795,101.94167731839286,0.7458179038385966,781.7273442461162,520.0484325993466,796.7591745438511,Clean,D://Solar Panels//NoBG\27-8-18\Clean\GOPR1388\GOPR1388-frame770.jpg
4.413214605199543,140.8739023984011,3.3817986236762616,138.88221239776738,4.023919783774226,138.79488791886988,3.8675243919428617,250.99039772198705,163.8141631907396,244.9388370484523,Dirty (60-80),D://Solar Panels//NoBG\27-8-18\Dirty (60-80)\8\GOPR1484\GOPR1484-frame170.jpg
-0.17325230085875987,121.62175310344827,-0.5842138914216495,118.62757140589741,-0.3734132756350612,119.12308404763668,-0.3200290077505863,573.9857381498426,389.1087540821937,575.1464630530719,Dirty (40-60),D://Solar Panels//NoBG\5-7-18\Dirty (40-60)\16\GOPR1180\GOPR1180-frame130.jpg
-0.431463843909651,102.32102497705156,-0.7097920336719099,103.75387024625078,-0.5678540707259176,103.28604029814028,-0.5387128480926116,898.3041179777782,584.4180247033339,919.5296521904437,Dirty (20-40),D://Solar Panels//NoBG\5-7-18\Dirty (20-40)\12\GOPR1099\GOPR1099-frame890.jpg
3.653963503813253,58.90987309066038,6.350170763512505,69.1406278056931,5.6412842471788185,68.47941333214796,5.655141774678882,829.1869491532277,564.7159924984643,843.3179045677551,Clean,D://Solar Panels//NoBG\2-7-18\Clean\GOPR0582\GOPR0582-frame140.jpg
0.5074702400174229,119.51322468229178,-0.19708654852202206,119.87100941370726,0.236041507328832,119.13829454909019,0.3059979870125904,316.53521475692963,190.75423881236455,298.36798384519864,Dirty (20-40),D://Solar Panels//NoBG\27-8-18\Dirty (20-40)\16\GOPR1571\GOPR1571-frame30.jpg
2.1334668139160256,87.40579493111355,3.1450334927583348,100.0276606846174,2.577937236894168,96.4174805760915,2.5223334998672597,654.8120710018487,551.913079590649,741.7752282260054,Clean,D://Solar Panels//NoBG\27-8-18\Clean\GOPR1643\GOPR1643-frame665.jpg
-0.4222898604346073,102.62100135987144,-0.7023003284550322,103.87897136036122,-0.5537608806737118,103.51720071702681,-0.5276636799850367,920.1551411017138,601.5227572186118,950.7107728337236,Dirty (20-40),D://Solar Panels//NoBG\5-7-18\Dirty (20-40)\12\GOPR1099\GOPR1099-frame870.jpg
3.8256580289262314,91.97664619179264,3.8736016363859775,95.01028155604999,4.1941158989858325,93.62612117491884,3.783495673118485,474.98796782791925,321.2985386959618,439.4617516674552,Dirty (0-20),D://Solar Panels//NoBG\27-8-18\Dirty (0-20)\22\GOPR1628\GOPR1628-frame330.jpg
3.3488346218440515,99.59935423975288,2.626969756505848,102.17866525845459,3.234302363312638,100.85116305704528,3.0526145459506084,391.83398656328217,254.965558007566,350.66145902852753,Dirty (0-20),D://Solar Panels//NoBG\27-8-18\Dirty (0-20)\20\GOPR1610\GOPR1610-frame170.jpg
-0.29225612768109155,135.6290761420054,-0.4793062684995988,135.71036095462588,-0.3323957748265278,133.9261257520278,-0.28849881731876303,224.9170114830949,154.20630840366022,246.44191107174203,Dirty (20-40),D://Solar Panels//NoBG\27-8-18\Dirty (20-40)\A\GOPR1645\GOPR1645-frame5610.jpg
13.409553154222673,152.9134835232031,14.067465914516811,153.10983994972833,13.269914572594464,151.03319017311512,10.880498494177383,220.30350997884238,169.78947329391158,215.1379761499249,Dirty (80-100),D://Solar Panels//NoBG\27-8-18\Dirty (80-100)\1\GOPR1395.JPG
-0.4174573533908359,99.75361890945842,-0.7062600934649303,102.58137786547024,-0.6329391083938711,101.711324172885,-0.5902812586297475,757.3568951151343,498.01124927248014,739.8363214053136,Dirty (20-40),D://Solar Panels//NoBG\5-7-18\Dirty (20-40)\13\GOPR1111\GOPR1111-frame0.jpg
