Amean,ASkew,AKurt,Rmean,RSkew,RKurt,Gmean,GSkew,GKurt,Bmean,Graymean,GraySkew,BlackRatio,Contrast45,Contrast90,Contrast135,Correlation135,Entropy0,Entropy45,Entropy135,Class
137.29788896999386,-1.271303590860771,5.058061248041007,136.6341244577491,-1.5340300199643937,4.33211642538073,135.2939331006753,-1.2382136486601638,4.857559338341912,139.96481056415928,134.64145720715536,-1.4124249108409068,0.3203490155557529,324.93721307430644,224.1308120735925,314.8420154267434,0.9653003614975524,9.138932483713075,9.375233496274037,9.37306854863548,Dirty (80-100)
107.30627409566887,-0.11197648243341003,0.7802010042308893,105.72598395062231,0.12349187986676086,0.1590451241537143,106.85959253155224,-0.010886253095459295,0.5507749451598749,109.32467839512344,105.49937750517164,-0.1372489096463712,0.3119959718107478,358.80002972904106,245.17987013774362,298.24105297432004,0.954678622968543,9.79617140873438,10.287612287126695,10.228281338581287,Dirty (0-20)
128.15194611523046,-0.563945082839957,0.5425788981260085,127.51871060140832,-0.5580334735668484,-0.18434850518551293,127.8578800713028,-0.5305784636162143,0.28433384888743696,129.07951591457956,126.8758627589428,-0.6113557906509025,0.3571264237913414,273.96846092552374,175.78031129757167,265.2380527680367,0.9703492834660132,9.551324044826679,10.04599526639989,10.03998430319972,Dirty (40-60)
129.13453597984434,-0.33339132387264564,0.6171234882683274,128.45170263013938,-0.431679427193652,-0.18476937202886434,128.90835807331513,-0.32108843905688994,0.2669523778882579,130.04307326095102,128.20511825670485,-0.4343430198857494,0.32903202370092915,272.71534645455904,164.1265449687975,255.9245822766376,0.969280822913925,9.761851866767818,10.250926598377283,10.235385193769616,Dirty (40-60)
139.6233584924276,-1.7685921361476007,4.163886533880891,139.02603543607472,-1.8027450658392687,3.1592773182945715,137.1837960277415,-1.7172966304655624,3.882392763642305,142.65764738471304,136.71698470513093,-1.7592704205676557,0.3195155274990515,269.23042231417327,166.8394020596888,265.96995546711,0.9712532641410232,9.130509836102352,9.411666396969624,9.411447162750145,Dirty (60-80)
142.67172222857425,-1.219586822389321,3.105443699999733,141.8010569804547,-1.3000913109479355,2.4387181003367484,140.27280849043208,-1.1612688496754453,2.7632328645099635,145.9486987607128,139.80959675819486,-1.2477965060605187,0.6235651089387053,212.1433313918449,127.18316620590436,203.5032712057048,0.9815329103552332,5.7070482640635145,5.872831399457907,5.869104050589108,Dirty (60-80)
120.73434402681076,-0.3028537849740046,0.3450125957810997,120.11080177251932,-0.2411332081044721,-0.2592828166974259,120.2106194299467,-0.24313602516493704,0.13185332995737564,121.88235716445506,119.45317000835793,-0.3230416252352621,0.3432315926281715,298.6737025397094,205.51147864325677,287.0948012603497,0.9655928885470806,9.800769447192565,10.289047135488504,10.276417742533868,Dirty (20-40)
160.84594270197945,-2.588507039543544,17.521546149920145,161.6667888808727,-3.214609367470576,20.530642138270508,161.07275975659613,-2.65541265170574,17.309737120005913,159.80022415793303,158.4182559355927,-2.867291319104285,0.630658027694888,217.01146047386985,152.70422411964756,210.16388113997692,0.9834826830235768,5.136687260037247,5.174978329455387,5.17440304149131,Dirty (80-100)
91.31542177131485,0.9049592360249932,3.955810676844564,87.24394388844225,1.39294527166109,5.0064401936486025,90.10345739745114,1.1333511486918406,4.5956115388164775,96.59534875990936,88.5139972355406,0.8463953479407604,0.3490579365015297,458.8986138581822,319.1612547288777,456.04953020025636,0.9064654111497072,8.767390890840495,9.249367039139964,9.248193552391328,Dirty (0-20)
145.11359089807814,-2.8225807185003986,16.180117625658625,144.78845990469497,-3.303548776765477,17.429436712298852,143.31985842084308,-2.7698872518453226,16.062261173570672,147.23079153020123,142.52249807036017,-2.974317260822809,0.36579227782397056,182.07586264778587,119.94345050441362,177.50314986268017,0.9824792544912077,7.636162484328067,7.79443672817442,7.788432190225801,Dirty (80-100)
