Avar,ASkew,RSkew,GSkew,Bvar,GraySkew,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy20,Energy135,Class
2355.7601028130607,0.602866011048223,1.282283082159046,0.6672880223224077,2577.1875048705983,0.7414508486624443,0.195803607266324,0.8041963927336758,134.44368868509753,620.1166925963731,489.830319124805,609.049023764799,0.6069523479403879,0.4884751826995887,0.5553993788746,0.4897408890656562,0.15689569695899708,0.1483874059035426,0.15208988657380967,0.14849950593806496,Clean
2237.1780069777333,1.361774993340764,1.9481064174815976,1.555937318175015,1941.4413914506208,1.6223789185690232,0.885945670273492,0.11405432972650803,126.7187245630904,607.3414433906663,514.6079597177974,657.0230382976501,0.5167554551864274,0.3962248468497688,0.4679107526187458,0.3942165698492965,0.06965152246978999,0.058385822028558576,0.065338673501332,0.058157615092213635,Clean
925.620958025233,-0.15622079255083646,-0.29903392455469346,-0.16005992385081566,605.0499135336357,-0.17315909738767352,0.4640710504070828,0.5359289495929173,102.925960719712,208.5217587596869,125.2361773276538,204.94610863884859,0.2410122093564151,0.16846535809496396,0.24259260851499395,0.16972315951145275,0.02257796463281741,0.01838918915546715,0.02242496301017386,0.01847390949051097,Dirty (20-40)
5232.77927468617,0.6802115498679371,0.5865283119388739,0.6000464217473749,4545.562748838159,0.6068397541126576,0.6538736002342092,0.34612639976579085,260.4433041458525,639.2842458848824,472.182123133277,692.8704902893802,0.4984634467911907,0.43838049253428585,0.4792193291675494,0.4357365797477739,0.2836535476247879,0.28189605385695393,0.2830190659041848,0.2819603841221097,Clean
1830.511212208256,-0.7883163056250306,-0.7325488958886274,-0.728501934016618,1437.3817042456117,-0.7435247875511681,0.3296198776968008,0.6703801223031992,232.03120430359508,410.51305066121336,249.96154227414138,401.2925362656148,0.1909311618154435,0.13914951026262132,0.1904856027330478,0.13954338810604264,0.030522924106870467,0.02851981308471242,0.030297747384631306,0.028583154496808125,Dirty (40-60)
4866.764936442172,1.135348968161664,1.044829524299143,1.0643432217641255,4329.753775401296,1.0712192770854214,0.7181904193195654,0.2818095806804346,273.5239466324154,616.947450221572,472.6444637282764,685.7447365711414,0.5897913465489455,0.5558035383321271,0.5747630719613172,0.5532707160625504,0.4655705333668815,0.4645008243362925,0.4648264950831677,0.4643963843367408,Clean
2018.1033418554566,-1.8294468199785625,-1.7710775213661858,-1.7676783116116346,1863.690838374541,-1.7893954501638694,0.14053254437869822,0.8594674556213018,132.08032472959093,244.89339220445373,142.69247683592494,236.300335477405,0.2888304209518999,0.2244288447365388,0.2823390634934769,0.2249500931792274,0.06994503322429836,0.0668091502927346,0.06965776903186051,0.0668575570307106,Dirty (60-80)
6081.508030844782,0.5177100768118159,0.5620243946803382,0.525300519180248,5659.806429389249,0.5257018581195216,0.554961766500228,0.445038233499772,148.2305377175844,267.92524278757384,142.80371097224042,224.30276615406981,0.534777853855873,0.4801609095564907,0.5332003763679795,0.4805146874716138,0.3276601724267784,0.3267130320972997,0.32743712487847626,0.3268504249582027,Dirty (40-60)
5141.6913194878525,-0.10813599482111197,-0.011360475353716723,-0.07119721575452279,4920.613784022567,-0.07403095006374065,0.3770310885695501,0.6229689114304499,169.5087401454537,329.78120781991544,195.6888211305632,340.4432929032136,0.4009698296759023,0.3268663114754242,0.3928961616322991,0.32622523198567244,0.14524830829471308,0.14425812872827842,0.1450638956245827,0.14417640805564536,Dirty (20-40)
4622.106720830704,0.6258050071570981,0.486717174341457,0.5474004505734059,3962.0754630133947,0.5507469103290349,0.6374280255791122,0.36257197442088784,342.0802403467948,822.9200999218268,599.1596969032868,870.690054588155,0.3749755857669569,0.32215407712402583,0.3738739585262447,0.3180388580030609,0.16079493162691896,0.15911544527463806,0.15992299824721412,0.15900311244676946,Clean
2031.4989382581732,-0.1899072246584547,-0.1095005470721852,-0.1491455529459033,1663.9879426265366,-0.1555023367608483,0.5408137013488185,0.4591862986511816,139.48550923861328,348.3509663009896,217.6663299626129,303.9599780520051,0.2524661647313489,0.17663044666443847,0.2444083048154075,0.17900803958623288,0.02568398938250416,0.02293643740378007,0.025425933698928583,0.02305196932545777,Dirty (20-40)
7213.515253909051,-0.2092243009563104,-0.19280005005878814,-0.1757063112674242,6817.681194003399,-0.19004862714829068,0.3586838284122784,0.6413161715877217,184.415079964342,292.63975398062837,170.66210190608916,326.26697990932814,0.499059366996115,0.4469720072743202,0.493037743627479,0.4469409996250952,0.3429441879505845,0.3423691427134867,0.3430284547783013,0.3422362176452919,Dirty (40-60)
2488.927390236542,0.6865310543106168,0.9003883637249753,0.7929721705559515,2309.820828921075,0.7902097335120079,0.8735689873786691,0.1264310126213309,219.63074150510647,518.868437409016,305.10247685303415,457.0744819793711,0.3465601180162762,0.2760264401909409,0.3408353794693774,0.2776999221451371,0.09039188132375613,0.0883687731343391,0.0905609765467168,0.08846632332874173,Dirty (0-20)
1819.6599699741919,-0.7401442979443209,-0.5907048180516775,-0.6699537565418188,1481.9106065478657,-0.6766727343138821,0.4065740349394196,0.5934259650605804,98.1163485601494,243.09016585074943,154.15178237687863,219.43272144678943,0.2912199116015419,0.2088856355339815,0.28060419024972444,0.21155286902672832,0.04874612384558336,0.04672063420695041,0.04837031909959268,0.04682265721092548,Dirty (20-40)
2360.0753839534273,-0.6267475595411293,-0.6356901555104413,-0.5790632263211573,2022.5228254299584,-0.5990945780319495,0.2994888046746301,0.7005111953253699,204.1609599769348,401.73404052553656,257.25120747041416,396.9924398593636,0.2412379642299873,0.1836533400674472,0.2372765146737075,0.1844870486028745,0.057073736420356826,0.05537586595362337,0.05682386835594861,0.05538125260723694,Dirty (60-80)
3946.8150233475867,-0.832869335498047,-0.7552651508525605,-0.7859668392872647,3682.67732525604,-0.7958435316062471,0.2791945166126836,0.7208054833873164,98.6088140169829,250.38330289205302,167.44833655063374,246.05432066742006,0.42737158786681134,0.3430280195061053,0.4141420791490181,0.3434538621268997,0.14531076387113104,0.14279297646463848,0.1442546411592152,0.1427409918075097,Dirty (60-80)
1429.849019799283,-3.263047241439508,-3.3893507113313137,-3.2356539314184087,1455.570931710879,-3.276682729001398,0.05225800727530831,0.9477419927246916,50.63085569491433,133.55190321770036,90.64877283846018,127.19281073125201,0.3543749287394183,0.2650793801263152,0.349117166329488,0.2651330923960432,0.07053025470450358,0.0625621902264536,0.06976184752338623,0.06262295056012866,Dirty (80-100)
2245.170406471832,-0.7380567888244732,-0.6951020857705336,-0.6669940639888203,1912.5245484106772,-0.6869681466076092,0.2984561019232739,0.7015438980767261,215.10820016932755,416.86667160128286,265.224656804734,409.7998884776706,0.22646204833298014,0.17190259448285047,0.22292730079536585,0.17271349801781072,0.05383414244332037,0.05261176013871319,0.05393159329165679,0.052682596146115535,Dirty (40-60)
4184.806832653248,0.3495803279424577,0.42213440504157657,0.25505904774475363,2992.9011510926093,0.25841892198675154,0.3825513545453799,0.6174486454546201,199.17602515627726,406.48094929681764,260.16045262163067,395.37985134468283,0.4955310876633096,0.4565393872632937,0.4916059700760965,0.4577258094905319,0.3605653439047491,0.35940897511197056,0.3600668933516616,0.3595422218273349,Dirty (0-20)
3106.69085434727,-1.6341803031309374,-1.6019252529367258,-1.6173577174705618,3063.642268116558,-1.6251991456467612,0.16140020546620149,0.8385997945337985,123.61698003149357,218.04188102450658,134.3208848691679,230.32823441544014,0.3320683249078367,0.2648984815391525,0.3252206501324971,0.26482143313751777,0.11794929467118764,0.11562324616741752,0.11747999429911216,0.11557597321571522,Dirty (80-100)
1953.946898510678,-1.859704210594779,-1.8214135245896408,-1.8072084316136647,1819.9944865553125,-1.8262614426793,0.1333925172738112,0.8666074827261888,142.40009578961133,260.4027491007311,160.38245113523462,261.379429328317,0.2664573979936173,0.20444435280251333,0.26018187705883034,0.2050581217246602,0.06604149122198315,0.06314043162123407,0.06562732353563898,0.06317712012758497,Dirty (80-100)
1281.9321902116847,-3.069670931712285,-3.1941614520664685,-3.0588909082919917,1320.4116654486909,-3.094209123488376,0.056743832612087486,0.9432561673879124,86.90342605992987,155.6023645599911,91.70593079207417,147.52634596576675,0.2613236514298225,0.19914195142120766,0.2577845279681625,0.2003674451389653,0.062290612801539025,0.05847838488636947,0.061986939610803385,0.058593477356022564,Dirty (80-100)
2098.5225575958802,-1.1392165178021791,-1.0382581129523598,-1.072753899091483,1789.9153060425656,-1.085977596668747,0.25988966962524657,0.7401103303747535,132.54406766592652,257.9412399882989,173.66299337944463,269.091088437947,0.2667509703287654,0.19701314046112453,0.26136698973150424,0.19768839979346464,0.0527423993349438,0.0503544357696558,0.05251745035806007,0.05036202573960637,Dirty (40-60)
3468.09976391804,0.032373405288184436,0.6339552809990032,0.14124051330823273,3564.1413621789698,0.18068001203927286,0.835907334585001,0.16409266541499906,339.9673436115977,407.2797098585519,107.45661440003514,465.77320349421205,0.5155529113950571,0.4463054020707978,0.54838636713693,0.4433783571833592,0.12102284799591427,0.1180514431066399,0.12329784456758673,0.11787140875962418,Clean
2280.175084578128,-0.5689245037104128,-0.4716058173045768,-0.5101266912780513,1991.5635142370113,-0.5196572952284401,0.4005947978303748,0.5994052021696252,97.73245852745244,239.4350251801664,146.05740552510264,209.21690363420868,0.3098942363529118,0.22179528394462286,0.2975144571854684,0.2253350043231075,0.038943893281769934,0.0362501367211351,0.03842073885411363,0.03641425138663862,Dirty (20-40)
4626.411571224716,1.0211631865033728,1.1990915245569809,1.1063696708267794,4336.150716213423,1.1078086579143571,0.8161916502301118,0.18380834976988825,262.8264536557284,758.4558786841861,560.672282154399,822.289619438985,0.4368635674527038,0.3658863376520309,0.4353471819084371,0.36165771765815213,0.12429255119501212,0.12158547517155745,0.12360411721957887,0.12137861715990125,Clean
2657.531929613851,-0.16986981566282106,-0.09418391869647537,-0.1344175737295465,2250.2084318085545,-0.13816803124954913,0.5274899802256249,0.4725100197743751,159.79207700276086,370.9489646795345,219.6990365650127,325.0845888136044,0.2787015962122741,0.20615875353414792,0.2726249224668795,0.20823304552641905,0.04578577288071065,0.04421419472307914,0.04585161233665981,0.04423201725202265,Dirty (20-40)
1650.2653984373333,1.6710996172620602,1.8066158690167824,1.7837969246400789,1422.3120912852414,1.782064672742494,0.8966791723105441,0.10332082768945604,195.8937422525037,544.3438746562794,346.49715186484275,494.50616771220274,0.3236558968218912,0.2383787841469032,0.3119609899288169,0.23988797536046802,0.0391621612149965,0.0328043595509444,0.038406304510523834,0.03299476731673948,Dirty (0-20)
2431.0054383730035,-0.5992751448300135,-0.615482573619493,-0.5539262519477423,2101.0313602223414,-0.5743745867157742,0.3009086533797951,0.6990913466202049,193.37609150384134,391.10605686771464,251.64448852429626,385.8158827355717,0.2478694765592716,0.18857493965144576,0.2418651252048594,0.18895452136218105,0.05940201522981281,0.05770499424955119,0.05918721899162362,0.05772426072799761,Dirty (60-80)
1504.258512233942,0.5044456003016844,0.4560083515055047,0.5117853889488336,960.4113893192821,0.5043840523487421,0.6267173248553402,0.3732826751446599,107.32048390592605,313.1648704458455,214.34319526627212,292.62441836537243,0.27527152232265056,0.18868758536709532,0.26078900330201643,0.18977771441896565,0.023245224912469786,0.018718917850140543,0.02247689214399616,0.01877877498102216,Dirty (20-40)
1227.1600029069275,-0.6451511045952334,-0.7060185878582228,-0.6485070292231477,811.9554940432165,-0.6568026872275166,0.3212187057542946,0.6787812942457053,95.5604546808726,214.80825119794306,133.47448941959382,208.65797470223137,0.28275337179571264,0.20010188282937152,0.2750841464665157,0.20202353258016786,0.029333789988539288,0.02413831249348406,0.028429118984378682,0.02432018518838223,Dirty (40-60)
2521.0663183913625,0.4643445248096552,0.7044267108017784,0.5764635948196659,2395.49167338548,0.5695993897888396,0.8494938489750766,0.15050615102492335,155.71742572767772,459.21312242187963,306.48181086646264,404.7200408035736,0.33816546746398235,0.26475025906676075,0.324959576494152,0.2671667334497351,0.09516641709103826,0.09227752803305853,0.093691082666464,0.09236440942776722,Dirty (0-20)
1775.3109445593332,-0.2690112323046501,-0.031391273015154236,-0.1671109868624111,1277.6458086532864,-0.17442510004902953,0.5507555350413899,0.44924446495861015,110.04896912583462,321.1092262477362,224.31486241277676,288.1717625583932,0.2965670148902165,0.21354813034413414,0.28330798297331106,0.21493796351334124,0.03397902305060898,0.030472614311879392,0.03301496223500637,0.030638931340387157,Dirty (20-40)
2241.1791595237164,-0.8472240977326603,-0.8178753616679657,-0.7912813968409872,1910.0287138690674,-0.808445521334665,0.26606313886951505,0.733936861130485,178.1466284656063,341.57870744363083,209.21690933529575,338.89259600897265,0.2843905840211629,0.21564476361104729,0.2767244344965885,0.2161307623089744,0.057500202030973675,0.05483545213297377,0.057223054737228475,0.0548485886311605,Dirty (60-80)
4003.622175737765,-0.15444318831592982,-0.11826274806020301,-0.14099752343317246,3704.1722172917853,-0.14315297534128704,0.3658429976221896,0.6341570023778104,393.37721211420416,681.3367060826764,463.94484318309065,665.9035579497586,0.2929136365540723,0.25204747431440755,0.2913620079218643,0.2530222400655561,0.15946054617125496,0.15859066144947487,0.15923491057893854,0.15859140452205225,Dirty (20-40)
1949.6142771235627,-0.33504285748060786,-0.10020706743713324,-0.24098090652153145,1695.0948124060828,-0.2464640306701008,0.4626820814663315,0.5373179185336685,139.29168465067409,372.4817039484428,247.42010466416,310.06761467360667,0.2775279201680181,0.20963658622919984,0.266476455306047,0.21231930705074556,0.04875479697414639,0.04637117061149693,0.04764400707711301,0.046630677439811016,Dirty (0-20)
1114.1123841629833,-2.1754308809462257,-2.2649530183279016,-2.112111234829724,1024.3486344116766,-2.17029338048999,0.10144060632978497,0.8985593936702151,112.74743038516895,222.12580669762008,132.07376636184335,218.95142273960911,0.2899859152769652,0.20776518035164115,0.2817485642127017,0.20781493595725264,0.048754409295168666,0.04188632018744989,0.04760820700052017,0.04190389389617688,Dirty (80-100)
1412.341270906176,-0.5044098496587252,-0.4013704041661735,-0.4415355510888087,1044.5816998664386,-0.4497052230424368,0.4486717591437003,0.5513282408562996,113.7682398664348,268.4714731668743,169.1921083097506,251.8409551700836,0.2619691524156176,0.17859444754888054,0.2501574472751172,0.1806770324534034,0.026463867721804275,0.02309961415060645,0.026114349117162542,0.023238086537868033,Dirty (20-40)
