ASkew,AKurt,Rvar,RSkew,GSkew,BSkew,BKurt,GraySkew,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity20,Dissimilarity2PI/2,Homogeneity0,Homogeneity90,Class
0.6285962366539201,0.956552195981342,2043.353565276719,0.4043284343055293,0.6003096337884741,0.8994590130615367,2.7438986179006792,0.5896792823102073,0.5933951822916667,0.4066048177083333,176.63175440882648,483.2693059272447,337.6098791724617,465.24491165190176,7.917148814177742,13.309993138328474,10.367700365090398,13.06230854468406,0.1970736762761266,0.17401568592921227,Dirty (0-20)
0.6105907559762679,-0.20368366406204608,2647.3304195777882,0.5782964768401139,0.5344749863153514,0.8812870612124486,0.13674981324217628,0.5774999068186213,0.7406814236111111,0.2593185763888889,281.7814948744677,439.7511605576765,261.91399078581355,475.25305105148857,11.568329206845624,14.748234288566456,11.308744784422824,15.2872223931901,0.1357243258659771,0.13197344630043606,Dirty (80-100)
-0.004485176391702207,0.17940229956942755,1574.0388966576845,-0.1973103851219128,-0.040190281300595335,0.2425791002756975,0.22359794636701613,-0.03531437140455861,0.5007986111111111,0.4992013888888889,255.50641343063168,472.69631176999616,320.7458677416552,468.3695124298477,10.641071583702546,14.391351249074338,11.47575517211405,14.335486803515881,0.14690575275235676,0.13884681634636525,Dirty (60-80)
0.5510699720921098,-0.1734015361093042,2712.710616106658,0.4674428616844043,0.45489990253862894,0.8515523825133549,0.1590212121447796,0.4955283723863663,0.6067719184027778,0.3932280815972222,362.16781013812835,607.674390306231,358.64645014777466,568.9363234707223,13.308877378160016,17.014891240875098,13.239207014951337,16.775327560539846,0.12458867676524772,0.12516668487529958,Dirty (40-60)
0.5576744116768594,0.4871896630087012,2296.904274108867,0.5796726676893407,0.7206564104366072,0.5310325896334803,0.6116954579442706,0.7269363323614537,0.671181640625,0.328818359375,546.812941968552,796.8867443597826,404.49379346314316,865.9627229635464,14.867535400920856,18.654882932924174,12.541859353268428,19.553223626333608,0.1840885465401441,0.22282079643939587,Clean
0.4474465729968217,0.40493256542842815,2209.944368493534,0.24664482285761044,0.42024486141298495,0.6776019236365564,1.6247142145406714,0.4159226135227443,0.567353515625,0.432646484375,173.28095734514812,434.4781258393586,276.7014321105701,381.6665510368082,7.916536356528536,12.522664720895257,9.466878911682887,11.943229726805429,0.18725827873219375,0.17595070795324835,Dirty (20-40)
-0.15446654183359226,-0.6357615740706288,1971.7100414800755,-0.29106014612383635,-0.2292608443256461,0.042283952617486485,-0.8115319494337414,-0.21871628536689894,0.5035894097222222,0.4964105902777778,246.55873186517255,423.0308873087349,286.49098031119587,392.0666604320786,10.407489575188947,13.624359912614276,11.142410248609178,13.161744060739393,0.14391104461985016,0.13810252569087486,Dirty (80-100)
0.9451269552622288,0.960982670606163,2705.1356208377,0.6857270963914934,0.8724703859103261,1.27829047885916,3.740617590606607,0.8634867618581533,0.6886545138888889,0.3113454861111111,218.71623664321092,618.7340672748282,405.4910053025035,541.4238425143078,8.011228390235424,13.769635961683367,10.35957058414465,13.03119831318148,0.2257057104181724,0.21215919761923965,Dirty (0-20)
-0.4673848534057558,0.05978889671550025,1569.5047609611509,-0.6622151058481235,-0.496136872101405,-0.27656183111920885,-0.06948588396754163,-0.5089943237632115,0.3769585503472222,0.6230414496527777,235.16121318738587,435.1856174580065,301.1179165942281,419.9369520041843,9.895545565111641,13.266145861085407,10.832752738178025,12.970239266812456,0.14479274788014104,0.13334125634307906,Dirty (60-80)
0.3310624854948468,0.4061392276056335,1349.1982230896,0.19959670655422795,0.3437863340324729,0.5847694360786869,0.5227949260211124,0.3549742950302876,0.5610188802083333,0.43898111979166665,291.2797617496309,538.3919591214013,367.85383344923514,519.2371746007234,11.74189362349058,16.002418440171336,12.806004433240616,15.623872744809988,0.12215823782001688,0.11886581250853424,Dirty (40-60)
