Amean,Avar,ASkew,AKurt,Rmean,Rvar,RSkew,RKurt,Gmean,Gvar,GSkew,GKurt,Bmean,Bvar,BSkew,BKurt,Graymean,Grayvar,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity20,Dissimilarity2PI/2,Homogeneity0,Homogeneity90,Homogeneity135,Correlation45,Correlation90,Correlation135,Entropy0,Entropy45,Entropy90,Entropy135,Class
115.99839720000001,1850.792527,0.573896292,0.366216626,112.9583014,2013.19578,0.5706821360000001,0.014594093999999998,113.0223304,1878.6318399999998,0.633528105,0.270709582,121.9969653,1607.045736,0.619879914,1.086115172,113.072604,1935.710162,0.541945271,0.313642016,0.39178681299999996,0.608213187,337.0261208,732.3837028,498.16247130000005,717.8466244,9.551667554,14.44320135,10.82931783,14.29540959,0.357024092,0.363245967,0.327102976,0.9045175879999999,0.935094187,0.906412817,10.70712992,11.09433232,10.76590005,11.08580734,Dirty (20-40)
109.65377190000001,2475.082821,0.212720747,-0.72051262,109.511429,2912.681497,0.161670785,-1.118369153,106.9299122,2589.003154,0.22439038600000002,-0.9086616340000001,112.502298,1911.5155280000001,0.353541111,0.205894487,106.8572571,2675.5181190000003,0.179020462,-0.870011222,0.6981390820000001,0.30186091800000003,302.49414360000003,534.2921738,321.0417293,539.5394709,6.888758062000001,9.781032467000001,7.284931047000001,9.900593772,0.574584152,0.572445134,0.552043999,0.936131571,0.9616145140000001,0.935504317,7.543589068999999,7.769125517999999,7.586767403,7.775825496,Dirty (40-60)
130.0330937,1450.625946,-0.829495695,1.55858193,130.3883261,1657.576909,-0.9704742479999999,0.9622773029999999,128.3284922,1493.2160609999999,-0.836995623,1.369210305,131.3797659,1197.0007970000001,-0.549199145,2.583707532,128.1936091,1585.0611720000002,-0.922716865,1.42476959,0.322809117,0.677190883,228.46660699999998,441.22358160000005,288.5131459,427.957084,7.547784825,10.54953728,8.175956688,10.33488551,0.328023632,0.324440745,0.296533121,0.9422916640000001,0.962295872,0.94402681,10.23625331,10.52347289,10.29265268,10.50614294,Dirty (60-80)
111.4207188,2467.694851,0.141069954,-0.8245443259999999,111.33230290000002,2907.872202,0.091248119,-1.202235046,109.05206409999998,2596.922673,0.142052375,-1.015214912,113.86531059999999,1889.7769629999998,0.29250637399999996,0.06875219099999999,108.93384750000001,2674.061361,0.10314283099999999,-0.970088608,0.615634864,0.384365136,388.7549418,688.8207014999999,423.0039871999999,695.2864302,9.108224619,12.76284113,9.596560045,12.91735327,0.444739699,0.44266421100000003,0.416747716,0.92179814,0.951983155,0.921064085,9.460399932,9.736180972,9.50832772,9.744970223,Dirty (40-60)
130.541216,1109.1352960000002,-1.483116127,2.6284740369999997,132.0127311,1307.128675,-1.5903098880000002,2.043362595,129.25519939999998,1130.501207,-1.4843057709999998,2.313110853,130.35670459999997,886.7480389000001,-1.278913693,3.955054038,128.9195745,1260.6528,-1.5762357569999998,2.506738883,0.34254643700000004,0.657453563,169.43962480000002,293.98963530000003,204.91598969999998,286.94156929999997,6.976999504,9.346950043,7.60961296,9.07723079,0.36018628,0.354949919,0.33498685899999997,0.963083428,0.9742864040000001,0.96396846,9.487560157999999,9.691818787,9.545076454,9.674289095,Dirty (80-100)
103.9705398,2471.003136,0.247952827,-0.758807172,104.3348436,2960.533841,0.199011049,-1.148047457,101.70590200000001,2612.7845190000003,0.248755173,-0.954002564,105.8600682,1835.076184,0.383567609,0.200105218,101.4993578,2692.2892850000003,0.213200101,-0.922718921,0.632153265,0.367846735,325.25471610000005,580.3117857999999,391.571789,621.4927203999999,8.998876079,12.37958626,9.577687982999999,12.77702714,0.423142552,0.420802147,0.394464616,0.928185495,0.951548427,0.9230892890000001,9.764300322,10.03959698,9.812349792000001,10.05934775,Dirty (40-60)
97.2320458,2461.402235,1.246686787,1.100274968,92.02499496,2724.360952,1.276252405,0.9021974759999999,93.5797799,2540.120361,1.299410318,1.067072992,106.092132,2000.6973079999998,1.403449845,1.8673430619999998,93.84055154,2550.897464,1.277803315,1.069713593,0.7775505140000001,0.222449486,347.5871332,806.6246527000001,562.1843777,843.9365507000001,8.288564986,13.3874048,9.917567983,13.62820801,0.36522839100000004,0.379122656,0.33090870899999997,0.8846816559999999,0.919659373,0.87934748,10.54661153,10.95699751,10.57366667,10.96901785,Dirty (0-20)
119.2772185,1813.623529,-0.070361584,-0.626841935,116.7376312,2256.754387,0.014841838999999999,-1.11228418,116.2602491,1899.895843,-0.002577652,-0.9276045490000001,124.8106031,1240.116313,-0.093787589,0.9099576140000001,116.0680164,1997.702309,-0.084460503,-0.762692425,0.45838916799999996,0.541610832,194.1816733,473.48434169999996,371.217296,532.6218668,5.688121476,9.264747222,7.485152537,9.741144992999999,0.466278855,0.46432539899999997,0.42472609,0.94252595,0.954954275,0.935347545,9.680832149,10.08557175,9.826256356,10.11432062,Dirty (20-40)
120.9994316,2081.0622829999998,-0.49928626299999995,-0.389000269,122.1846074,2577.719636,-0.574640692,-0.878300388,119.5787797,2209.484312,-0.519989541,-0.610164387,121.23403950000001,1453.866554,-0.249612573,0.8695253059999999,119.11674,2327.070078,-0.557972846,-0.562121156,0.466263915,0.533736085,194.5576487,422.30001960000004,294.5466482,418.9808885,6.626635012,9.553565867,7.39279796,9.474224719,0.379040217,0.38951463299999994,0.34965366600000003,0.951220365,0.9659872970000001,0.951603781,9.845743191,10.1216362,9.865602787,10.11518542,Dirty (60-80)
81.47514409,2776.1712820000002,1.73111112,2.4949723219999997,68.8192878,2861.428285,2.035808445,3.34678025,77.17266064,2737.945498,1.96149249,3.1101919139999996,98.39861177,2264.5886530000002,1.792479716,2.801666525,76.57535882,2738.053469,1.952613379,3.1264810460000003,0.890692701,0.10930729900000001,496.912677,1035.808013,574.8099212999999,1018.614959,11.73431632,16.60109032,8.260395585,16.47740192,0.320336842,0.383153921,0.29178271100000003,0.833382955,0.9075530359999999,0.8361485790000001,10.7864155,11.11630548,10.27107727,11.11188638,Clean
