Amean,Rmean,RSkew,Gmean,GSkew,Graymean,GraySkew,Contrast45,Contrast90,Contrast135,Class
142.37415832488898,141.48503349544882,-1.2630578187091162,140.0841501314846,-1.130488531081899,139.52571765310287,-1.218712547385061,222.60310921276692,134.039377000679,212.81958112387917,Dirty (60-80)
116.8328099140193,116.28898761530027,-0.2812874317795511,116.71380839117842,-0.32728899945856565,115.0433294872674,-0.35434211917615793,199.54940279008065,114.77381111165012,184.95018666601936,Dirty (20-40)
100.13420819417186,96.68038161345707,1.2274537288198415,99.21098960179528,1.2129963020530148,97.90044859655384,0.9245501902364373,505.26528012037215,358.470504130695,495.8329753714106,Dirty (0-20)
124.12910703656195,124.72112742621124,-0.05016553899171963,124.62326766031056,-0.0700518549305472,122.88664667341558,-0.08354645664921158,249.06986324641124,148.34095612248194,200.0990037737681,Dirty (40-60)
111.779152117468,110.59271993813095,0.3177704621058965,111.54657823784665,0.3201755919817905,110.62678553963129,0.21536392587939715,269.373543378109,175.92674382416652,214.71509567897488,Dirty (20-40)
92.3869629480876,80.48046216684827,2.161696403514654,92.72019294469038,1.7890739561082534,89.08616393099524,1.6830758648909767,625.0577956826149,504.9835964529376,670.8060857571601,Clean
136.3203586052339,136.05816569676372,-0.5369724684083871,134.22354565033734,-0.4264114789591782,133.4636050355921,-0.5669656116146329,284.60254092293496,173.85690092799172,273.9178325708947,Dirty (40-60)
128.93339571257903,128.67939506239642,-0.4856767689471541,128.67633901848623,-0.4798971054676804,127.25150843041806,-0.5865067732144591,306.857858780988,193.198914985288,257.1849611500083,Dirty (40-60)
128.06560108067052,127.8003064318963,-0.5625186646375626,127.7158570351778,-0.5397328104041961,126.98885069166084,-0.6529865238692176,290.98501110288663,186.99568641478328,279.7122016478383,Dirty (20-40)
122.60381190472789,121.89189701337757,-0.1685540535021459,122.18847176247992,-0.13309603364785272,121.10228448352603,-0.2387861008168025,316.6109196587836,187.42437837488285,297.8985916119613,Dirty (20-40)
105.84014481447336,99.87653681056128,1.3612162547226263,103.70670035872291,1.3508176655881152,102.01183807151415,1.2889702861424859,692.0380895754208,503.21190222135965,751.6667536291676,Clean
141.34600524080085,141.18269251274177,-0.8830318301367216,139.29590257873542,-0.7699021784636546,138.66113918621042,-0.8720372640355522,283.58965934968234,180.6248918824976,277.8595282587679,Dirty (60-80)
118.9378964191702,118.30315633982876,0.032687559031631355,118.9458013086178,-0.0022794749212821713,117.36535738149006,-0.05968155724425945,263.80110968196,162.95033364859188,204.56349374881182,Dirty (20-40)
134.9344081642699,143.0548909029876,-0.4641361512749182,137.63824016166987,-0.4834057406060993,134.26752541198863,-0.4367407807154799,168.39621935583028,90.01473934587904,140.93399748415467,Dirty (80-100)
