RSkew,BlackRatio,WhiteRatio,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Class
0.5382417564032842,0.8083771944162934,0.19162280558370656,397.9484026908947,260.5266771286066,362.6390644753478,0.3063270122336155,0.22375526826774347,0.2998701140560498,0.22518401137268346,Dirty (0-20)
0.9803416006013729,0.8052244365803688,0.1947755634196312,837.7353942085547,578.3447785547787,857.3172482784921,0.22896232863498914,0.17356362420738045,0.24032406434596024,0.1734953374508608,Dirty (0-20)
0.0950758449538204,0.5687103571580605,0.4312896428419395,371.25973715702116,223.63392263356232,327.96448249455534,0.2413999865453807,0.17269574683691016,0.23715537117538385,0.17516042086656106,Dirty (20-40)
0.5226486329896809,0.4696601416947149,0.5303398583052851,433.841354191114,299.7140090561408,467.2910283259012,0.5599468564140446,0.5199814450929263,0.5547446330361049,0.5195363210235184,Dirty (20-40)
-0.7503658277020316,0.28437877670177203,0.7156212232982281,393.39377058752393,241.11408409753503,381.0368779016674,0.2414731176669196,0.184031554715495,0.2382379309957356,0.18577325214203225,Dirty (40-60)
-0.18907101696743664,0.4590652434543837,0.5409347565456163,622.3596502106252,377.6168377660398,628.5211264876511,0.24231348332278785,0.19595151232566427,0.2396566156954596,0.19520568175486533,Dirty (40-60)
0.06236611461978275,0.3962860711785409,0.6037139288214589,614.1206093470765,441.93760107881377,614.5405259868783,0.4322998087015327,0.3957484139368274,0.4299260324281204,0.39621959939914303,Dirty (40-60)
-1.3851710626447755,0.21462779156327544,0.7853722084367246,426.675198962583,276.2684853905784,415.2880180629908,0.1911004556278636,0.14267196630912846,0.18723680029951426,0.14385241876575566,Dirty (60-80)
-0.3122858080484179,0.4654301150900762,0.5345698849099237,207.98359570512162,127.49917340271914,203.77591114165864,0.24483807863563106,0.16936926667296892,0.2436678720093038,0.171403186231779,Dirty (20-40)
-0.18595435253411485,0.5448268528153983,0.4551731471846017,636.5044135639787,431.1615306657946,641.0123454206066,0.2950548430190038,0.2442168071523381,0.2941364290670759,0.2443850942210842,Dirty (20-40)
0.7770309980412664,0.7684475532204312,0.2315524467795688,472.53041871462096,300.83873079051534,487.2285724935962,0.4874493914771271,0.4228554043981458,0.4823186302505714,0.4222612400593798,Dirty (20-40)
0.1099294700976014,0.5545581137813625,0.4454418862186374,678.8413979802583,421.24405594405584,685.0053521607931,0.3473176938773391,0.30261688413606763,0.3426712304849615,0.3016617026718465,Dirty (40-60)
-1.978534985993768,0.11751835068534193,0.8824816493146581,256.962173257569,154.08634253530425,256.3350060369308,0.2513497751393119,0.1888748938564548,0.2440892956986264,0.18928196898767807,Dirty (80-100)
2.8354788700887115,0.9225673319998888,0.07743266800011113,744.693702971468,530.8911652841418,686.4157002559798,0.4880062513563557,0.3928826229033384,0.4506319027430184,0.39931940854187103,Clean
1.6977095478281523,0.9064088532897164,0.09359114671028368,604.4098587206623,510.0131881608629,650.9718335179632,0.5700386202049819,0.4683024075858523,0.5220070863947548,0.4671143113250789,Clean
-2.1931175399348977,0.11922543348347026,0.8807745665165297,191.02911085649384,125.03013109124808,198.37345151831627,0.24379427054907124,0.1802902782516674,0.23841928322749675,0.17973811790477692,Dirty (60-80)
-1.8335911696446472,0.13266287094033655,0.8673371290596634,254.81376832629692,150.72865009662956,256.32215732963203,0.2527631794758424,0.1947581716922085,0.2500092374732897,0.19530333327904545,Dirty (80-100)
-1.841377568064949,0.14079213590379844,0.8592078640962015,252.51698712983207,147.1883504961545,250.70224754560226,0.2729997347612619,0.20791313561652947,0.2666325939968313,0.2082318726053739,Dirty (60-80)
