Avar,ASkew,AKurt,Rvar,RSkew,RKurt,Gvar,GSkew,GKurt,Bvar,BSkew,BKurt,Grayvar,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity2PI/2,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy20,Energy135,Class
2581.8570251740343,0.5903688908845945,-0.1763808981788575,2603.128683108785,0.5636010369076558,-0.18692305782832985,2232.436466419922,0.5574442942989712,-0.1428557974114928,2329.671354901113,0.8585589263282721,0.10925687208904256,2302.615985901392,0.5889159945016841,-0.1441118608046552,0.7475238715277778,0.2524761284722222,290.3629756320042,465.4131715820234,268.6718717402643,472.7079396390394,15.6297046218958,0.12454172023441658,0.10085458593783744,0.12686728028397512,0.09619292513604256,0.013714389204646705,0.012401125086351876,0.013850657964826386,0.012020467367084548,Dirty (80-100)
2588.8691887694918,0.33600641228649464,-0.4025441242732186,2418.794840783913,0.3981866244198413,-0.4044532771029954,2123.353486905321,0.4350834879225344,-0.2502974385656942,2916.0346385307957,0.4210601709293013,-0.5705513208951962,2216.761233920232,0.4300638608507128,-0.30253405869679995,0.6124034288194444,0.3875965711805556,405.85950938233003,652.912853509294,430.6802927242698,725.2564351278434,19.9719128187116,0.08488785053351594,0.06457726103691487,0.07892796751770037,0.06290458578012675,0.010017181065459528,0.00882097264801823,0.009708853575834285,0.008695716088180793,Dirty (40-60)
1920.1848701293216,-0.013110766744427193,0.6817850867532766,1913.3668029242435,-0.18524189898361532,0.6319989694884023,1799.2780244531414,-0.09907507445782653,1.0024998267774796,2017.702890217981,0.23792645455030176,0.6154424814430408,1816.0078899827924,-0.08071681138884397,0.9225166043320084,0.4727756076388889,0.5272243923611111,242.27710450873082,423.4880616702245,273.2885116046592,413.90513059468236,13.291457925774331,0.14275262497922453,0.1147106368423874,0.1468846948786404,0.11636697806191565,0.01624166458640794,0.014657766424697485,0.01621199722178343,0.01481529847772034,Dirty (40-60)
1357.5903979790833,-0.4527453549086566,0.08279288093025983,1301.3483172280949,-0.6154057371886702,-0.04141872839232663,1240.059518769241,-0.426912273016434,0.2666545194945624,1528.0786993360682,-0.3332411472888148,0.015210451808852275,1260.6764835040753,-0.4518751488879288,0.1295915739336717,0.3540071614583333,0.6459928385416667,216.98023846755268,385.5110390267084,258.7674439325453,375.142019201806,12.368177068098008,0.1511033432428366,0.1194359416541556,0.1469694209548696,0.12023683435258095,0.02586239368770742,0.023623302686585676,0.02520577097363911,0.023624249961905118,Dirty (60-80)
2617.04679,0.20780769,-0.987752779,3381.077711,0.306575948,-1.419875692,2532.4302850000004,0.413022107,-1.166838545,1536.733143,0.7670041879999999,-0.122049857,2596.968697,0.406572828,-1.199767427,0.555290799,0.444709201,230.7491736,913.3643939,691.9884323,856.0032677000002,13.54464491,0.32779670899999996,0.23923059600000002,0.308471675,0.245189634,0.031378078,0.025144165,0.029916417999999997,0.025485174,Clean
1460.169104206142,-0.19249261977487148,0.7956356941665019,1525.7069718153155,-0.37075515774707984,0.5650484522362529,1419.1974258739144,-0.21505665065311452,0.9204255728996232,1407.3010254926785,0.00654867704524821,1.121052403780249,1420.0376322550758,-0.22341854094650532,0.8799441352490559,0.4277560763888889,0.5722439236111111,148.65388107028068,307.6907267390967,192.7033499217664,297.09244879029046,11.108621021508254,0.18926265338729276,0.13753260131181672,0.18317087664953974,0.1401866519152483,0.017784328432496294,0.014924686854357185,0.017362973490613668,0.015088067679489213,Dirty (20-40)
1738.027187468067,-0.054279621201427215,-0.6466576815304865,1623.8461053134204,-0.16705501829074826,-0.6320527207571011,1605.1200434961966,-0.10598806254582027,-0.468419306081274,1966.7402203798465,0.10765097950231453,-0.7724890674894511,1629.7104411582113,-0.10175176242233433,-0.5427763865600941,0.5094097222222222,0.4905902777777778,276.00488988793313,459.3100203240319,313.4083514429763,428.0997106353733,14.163525268023848,0.12380593124544215,0.09909286048892756,0.120941939873947,0.09990201350521433,0.01898883923725572,0.017531556552311558,0.018702494348889397,0.0176077736936391,Dirty (80-100)
1693.9044,0.016241251,0.30345455,1980.4333370000002,-0.130014952,-0.279963976,1776.029345,-0.056716505,0.102257192,1321.5269529999998,0.42042677700000003,1.499963706,1771.435412,-0.052010509,0.08941319199999999,0.364833984,0.635166016,274.30548930000003,531.8270108,361.91441460000004,552.9127567,14.26598927,0.167396496,0.134071884,0.17272037899999998,0.13204428099999999,0.017259959,0.015586947,0.017542637,0.015479211000000001,Dirty (40-60)
1701.657292,-0.025620851,0.194766374,1996.528121,-0.163549592,-0.351639925,1791.4995170000002,-0.101333127,-0.010467613,1313.46642,0.375973586,1.338279002,1784.274564,-0.094858125,-0.018951441,0.366746962,0.633253038,287.49710489999995,560.5087359,381.3749978,577.7930037000001,14.61963178,0.17039225,0.13551152800000002,0.175908137,0.13364018,0.017253783,0.015518496000000001,0.017497698,0.015425959,Dirty (40-60)
2737.555029634517,0.5408057778393726,-0.19644940994346485,2717.521559638073,0.4651779376737546,-0.19463351410269206,2499.7689398814973,0.4490176410782823,-0.13285305993782748,2688.315846047931,0.830567743926499,0.12178063677365535,2533.2081552395503,0.4894306638652702,-0.12211145554800185,0.6020355902777778,0.3979644097222223,370.2048735991658,643.09489767845,381.2623804763562,579.3822777487194,16.959246455799846,0.1213380773969492,0.09796693333781277,0.12173748088679714,0.09939237987428146,0.012201783968159527,0.010775329583293636,0.012181754789039052,0.010870958663793548,Dirty (40-60)
