Amean,ASkew,AKurt,Rmean,RSkew,RKurt,Gmean,GSkew,GKurt,Bmean,Graymean,GraySkew,GrayKurt,BlackRatio,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity45,Homogeneity135,Energy0,Energy45,Energy20,Energy135,Correlation45,Correlation135,Entropy0,Entropy45,Entropy90,Entropy135,Class
145.14045438637623,-1.5624976499991952,1.3535862431642878,145.02522291993068,-1.6118764322562855,1.235888406968356,145.14320657712955,-1.5571450972366505,1.3158120122208112,145.25266646319332,142.84534061658178,-1.4863399143481546,0.9518002331440112,0.6967867588446733,84.23023772702534,167.85645724938232,117.40377487775248,157.6978510591086,0.6972895355888342,0.6974479686184554,0.6396541131359901,0.6392291467408917,0.6395384046871446,0.6392871861316985,0.9858045215608308,0.986663626283456,4.848918661971005,4.90794730704947,4.864681369632835,4.905485833478491,Dirty (80-100)
131.8165288781276,-0.35314847990807874,-1.4563292997584638,138.7391691316115,-0.3970137769946787,-1.5540262280910395,134.0147164762787,-0.4057636060495936,-1.4893705329399547,122.6784429906046,131.77275952745444,-0.3775885798200567,-1.5180634490094045,0.8066570065468166,92.57981405315451,154.52061213511143,87.26777572994473,126.72979133044537,0.7676142679616373,0.7655336888401255,0.6947163701046606,0.6945480001896565,0.6946393622756826,0.6947507067210711,0.9860704586682174,0.9885757127032208,4.384628750944122,4.481975109102623,4.3702643592876385,4.475809772586464,Dirty (80-100)
90.90507671308309,0.8583129698293502,0.5161647041178608,89.01988421773636,1.043860532155126,-0.17854971376701112,93.83147143500368,0.8133817173460831,0.3498894924689342,89.86827087081474,89.89786910559026,0.6955080175178484,0.2762676732503371,0.3915365644954269,204.36391314402042,592.2981286883228,427.1192091457303,577.9699655790289,0.5163575819883025,0.5167639880622125,0.3155239377653456,0.31238623399475085,0.3134426576396449,0.3123534238939127,0.908774315717108,0.9109811219341726,8.359822934440382,8.950102378012168,8.712133555986199,8.945254566580815,Clean
138.69574481701244,-1.4364375652078132,5.95876364488754,138.28426520954866,-1.694946518849899,5.0255733752121206,136.8229938062911,-1.4061201630848097,5.781465533718817,140.97668956743343,135.79934349843919,-1.6241355077612312,5.217616819845555,0.29736956820071525,170.53202973291454,341.56066342276335,229.39601521324414,329.24815861960184,0.342401323826555,0.3433397492006225,0.2543901963142721,0.2526921442897649,0.25341101569420715,0.2527659668864552,0.961005275474908,0.962410948857204,9.318342046364396,9.53902886119532,9.374549677825591,9.532034357707047,Dirty (80-100)
147.37398437596516,-1.4719036025191954,6.523357794977594,147.06229245296632,-1.7553169454107278,5.541648336530954,145.19657010266653,-1.4338987084060302,6.229368711870401,149.8645922119419,144.36280460396117,-1.7133830898742983,5.921484353831282,0.5318622504581157,108.42895212782595,249.5827266182104,167.34567388527825,244.119689725886,0.5754749263430191,0.5756279540428785,0.5095628283760966,0.5084320036805746,0.5089425933677327,0.5084427653334676,0.9785577571967304,0.9790270996270972,6.431001586520228,6.601649857455963,6.475382793802879,6.599008313860471,Dirty (80-100)
122.6328253077628,-0.2255249368512015,0.4605818281219745,121.9793508916338,-0.20369445340557712,-0.16901173638821865,122.33697749196142,-0.17831229972637336,0.228199134947686,123.58255029397868,121.40445991649881,-0.2720801217125458,0.289234292902663,0.29644930051583424,136.81245866080712,305.7119225588818,188.07097661428529,285.93091233775436,0.33913599778470066,0.3420738453107367,0.217153143015862,0.2158307600232177,0.2165325621360764,0.21586212361159535,0.9618273125078632,0.9642972662968072,10.314694987398212,10.845061425590663,10.502358496034716,10.807980410959683,Dirty (20-40)
147.09225275333472,-2.475526938354041,14.878330584365212,146.93793221081668,-2.8778147118314177,13.9875090757057,144.91299081932326,-2.400281230239339,14.489598356324654,149.4225456306832,144.38394968371583,-2.7963681666205686,13.323045279545033,0.3310269460836152,111.4328207189258,214.80055959358174,134.13593401396852,201.14903855876847,0.4105152431415464,0.4110854551128733,0.3137724927004879,0.31299640059386363,0.3136180994493605,0.31303289507436044,0.9782306893477908,0.9796142248601928,8.146692242668308,8.344150534600669,8.195053328691017,8.338133629423544,Dirty (80-100)
106.89037858147341,-0.10517694984874364,0.7555303425678148,105.35047866101783,0.1303786663344813,0.1513018861092088,106.36567354214415,-0.009120766907296908,0.5298905841704333,108.94725495677605,105.09980989028988,-0.12469556601790205,0.5427611934962728,0.3097104385802046,129.1398903141828,358.28033575614904,249.00226642577655,300.8372779928247,0.3714541727315852,0.3746540528837627,0.2483276791330131,0.24690238729475805,0.2472370663365001,0.2471884881361881,0.9451817227816112,0.953970732812251,9.820420510158133,10.325162228335971,10.026533966891872,10.27040734737193,Dirty (0-20)
139.29424257113158,-1.5605338886840376,3.7729290569953062,138.56802944804673,-1.7213679133660873,2.9410533611243785,136.7450934223661,-1.5178667731390183,3.4039383957574336,142.5691462735393,136.72450688609155,-1.5925817929475528,3.276590546892293,0.3565240117213042,133.40322715829717,287.6994950107793,190.4417307288129,282.7577416849689,0.389931136512051,0.3908357916956916,0.28380370863790993,0.28263901062356783,0.28324840306730764,0.28261774618089835,0.9703794779913224,0.9708882634278184,8.860919640729659,9.128684444388247,8.941021410398879,9.126274037573422,Dirty (60-80)
108.90921043509742,1.289923010086646,2.542422731798976,106.31342813740044,1.288481175481598,1.7657150591156687,108.30251690317137,1.3438486554563696,2.2361511393729696,112.11006775932304,107.4089469693578,1.1087346431793903,2.263402407573854,0.30693147234757057,168.90566232077092,434.88446222793885,280.4023537281341,390.870153862955,0.4004039294989756,0.4020070372807531,0.3006406730682878,0.2999525111897679,0.3007717157273601,0.2999956115140765,0.9349418824842768,0.941526362489178,9.131339930652688,9.562992159258409,9.262240528239156,9.536601442542004,Dirty (0-20)
