ASkew,Rvar,GSkew,BSkew,BKurt,GraySkew,Contrast0,Contrast45,Contrast90,Contrast135,Class
-0.18000665383555875,2031.4980293049928,-0.2714529274875861,0.023820128204988248,-0.8216422142944357,-0.254515498326962,270.88714924854474,450.55358573990236,310.8265907510429,422.4683074507312,Dirty (80-100)
-0.4615491989179771,1602.2503966072748,-0.4932935593600158,-0.2676652613850212,-0.059135644061563124,-0.5047988612869256,247.31275084701602,457.2804509781963,321.530180806676,443.37216684192396,Dirty (60-80)
-0.4655060450796757,1504.1853630193075,-0.4504441798382581,-0.3751126039093873,-0.04152104646091948,-0.4656923264843385,235.93909629919185,416.32871538852163,280.412723835188,408.53496897023837,Dirty (60-80)
-0.2257495095058764,2054.766709963621,-0.3179180887803801,-0.009599658908053857,-0.7756402408800533,-0.3032619431793529,251.4362305620712,429.5140185797969,298.5376358223224,398.21013678758493,Dirty (80-100)
0.541533750815404,2690.6069527270665,0.4530201421186824,0.8288534039305127,0.12591983809452634,0.493518246117237,363.34748067066283,631.2752661208506,375.03282988525706,571.4398190084615,Dirty (40-60)
0.30965700967393084,2262.0621141882957,0.2252996994144717,0.5857135989002232,2.125849451197899,0.22134921713791306,212.1421412127529,470.4036435367077,307.2985907075801,427.06164847580635,Dirty (0-20)
0.5832441848800664,2536.7092178060643,0.6015913752026171,0.8240081064930929,0.04580261060142243,0.623743028435938,281.3876379115628,445.2289579937388,270.54099117698195,484.8798163551367,Dirty (80-100)
0.3810813809889553,2201.6063869152495,0.3286319710190434,0.6644930676862689,1.832756470081125,0.3245571378580428,182.6011901659281,435.64120634927554,282.5168278424897,383.0885873329848,Dirty (20-40)
-0.4328851303522622,1562.3634682433328,-0.4272084561528077,-0.3064527464409245,-0.28762147235765806,-0.4475026786053508,244.870049300669,454.51375977190133,317.2432512604312,437.39230274869226,Dirty (80-100)
-0.7370797551784013,1307.1002381991918,-0.7170598998561056,-0.6111481341121687,0.44982550599211896,-0.7469322622421614,223.527299973938,402.9382362568116,275.50990307719024,388.0337635561508,Dirty (80-100)
0.9824944074695244,2523.077409419287,0.9320590835856646,1.4352925002614472,3.676703137031668,0.9317938777767452,268.36896012509783,608.791939112724,395.41270644992994,560.0867136943086,Dirty (0-20)
1.0464938367751435,2617.6417096621617,1.0391256668228843,1.2098965611429957,3.18508344700528,1.0317443550270622,226.551936191469,632.0175239043891,419.41144167246193,577.8215041088473,Dirty (0-20)
-0.3939037988482265,1581.7857930617993,-0.3915215979170169,-0.2785265153108606,0.05389304043903653,-0.4123627379070632,262.0133176961168,505.2995157682518,366.36112004520186,472.13005423004114,Dirty (80-100)
0.91394309664132,2771.1906962239577,0.8981349848335674,1.6432200642558623,3.485026421928618,0.9068104032405676,500.9867018504039,1004.0308905710195,743.3631508605703,1028.4663392058085,Clean
0.18679173017853531,1513.7001253658914,0.1610646917675534,0.7378883437678178,1.7148801505777849,0.15816748023559585,207.32609600918332,404.7220037546424,259.2153766610213,394.9515818552917,Dirty (20-40)
0.8659758341019281,2737.584130827724,0.7815041721743541,1.1526399681391415,3.1745666323176804,0.7817955378731479,248.01096994179474,601.7689802425184,401.9664833970792,557.5013522168848,Dirty (0-20)
0.528661266827783,2583.1375015663994,0.4704915777874194,0.7877935318732111,0.052165502529589965,0.5057054496698894,339.1187223090955,583.9552381956961,352.1565205580668,549.9418965399128,Dirty (40-60)
-0.4722392899158186,1323.4968440697514,-0.4476645919202879,-0.3590708798327573,0.04176073139033143,-0.4708423008250982,223.81777104508743,398.6941521377208,268.20267515646725,386.19175272754205,Dirty (60-80)
-0.42337728524635737,1655.2509759512257,-0.4494583755771141,-0.2629803661713001,-0.2471891456849256,-0.4599139560471673,265.63675180262334,480.57546479397047,334.3603920375524,471.88718803046106,Dirty (80-100)
0.13224024702390294,1794.7312143996328,0.15790191242600274,0.27057098430779536,0.6978462086933224,0.14967038249635348,144.31675245417426,334.64684901386573,213.4673059370654,300.60196215532613,Dirty (40-60)
0.5815990734560955,2331.85023666167,0.5554963976779514,0.7578606485661171,2.0030781548709573,0.5568663619418868,199.9475186777864,529.2830455817251,335.50092141863706,427.40492561447854,Dirty (0-20)
0.11083867430271617,1765.5536239750886,0.09721262671536184,0.29485052965344305,0.20508751982054152,0.09751504624579294,266.42949461384774,516.9923847407734,358.0676003998605,500.47494946177767,Dirty (60-80)
-0.7604450436545983,1289.7555037943478,-0.742924526895254,-0.6196665491715176,0.5663481834961814,-0.7742637344652663,219.1013888888889,391.1053021908416,267.0433164551461,377.01041864895757,Dirty (80-100)
0.047054011448799886,1842.0122050804569,0.02378284741142429,0.2208980535571809,0.09168532023700983,0.027187692850310943,258.71016419077387,516.5001473465123,356.4493567454798,491.6346056604985,Dirty (40-60)
