ASkew,AKurt,Rmean,RSkew,RKurt,GSkew,GKurt,BSkew,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity45,Dissimilarity2PI/2,Correlation45,Correlation135,Class
0.2226292664968645,-1.2202919668937735,69.64757298239583,0.3249888170095904,-1.1106648839443587,0.27005088019582657,-1.1468525238216891,0.07482005383070643,0.26395788780876384,-1.1580457133385094,0.4117704829482679,0.5882295170517322,183.27826014846852,458.9250426994677,318.90645744890116,454.2264548062272,9.565442444398428,9.509796785391352,0.9452622977725654,0.9458227158824094,Dirty (20-40)
-0.24149922306152,-0.9636439683683736,89.34226472430589,-0.1375183394096947,-1.2067987517989942,-0.2151074110690352,-1.0492575526539516,-0.4025786120073335,-0.21590408837573108,-1.055757818688856,0.4433501840376462,0.5566498159623539,278.2909603916091,576.6181319927771,417.2180767417279,576.0382074120353,12.57863864219408,12.60895671753816,0.9137207764763468,0.9138075504429513,Dirty (40-60)
0.46833766253172704,-0.04127732893434688,93.35841571345924,0.4873563456233995,-0.3354329401281757,0.482909020080975,-0.15390086428064542,0.4660570243607549,0.4819317937382455,-0.15391535763712086,0.6005917159763313,0.3994082840236686,922.9571558073372,1372.3028797616132,725.7788252025294,1350.2672043915975,24.87397794671247,24.82624728781413,0.7720922137273822,0.7757518300312378,Dirty (20-40)
-0.40423500982808025,-0.0019164673721130399,111.6308420242259,-0.4771352519181405,-0.6925978276419071,-0.4128567965420761,-0.2568754672864699,-0.15257796847194496,-0.4213397125044549,-0.2828248435412641,0.3403196864454754,0.6596803135545246,182.35454482498596,396.7421017859346,265.933584126324,387.06968264608,10.325238651072484,10.26069018121302,0.8997759890998388,0.9022194160129036,Dirty (60-80)
0.7852666786646502,1.5195988999612868,58.04428476057756,1.6291361445727064,3.695122201242136,1.126186268014981,3.1936177465135,0.03725784382191003,1.1682535073365352,3.2418264305556947,0.921113352643752,0.07888664735624804,183.099019678532,929.0554605185008,739.0792515888672,875.6977812502852,11.501778289515768,11.148309893905747,0.7158181755066305,0.7321393568456978,Clean
-2.0500715605212654,2.6367361244681664,129.04884948594338,-2.1065787685679647,2.7822034021838604,-2.1015855401542587,2.767396444146706,-2.062405931381153,-2.1018823933435486,2.768294955492779,0.1228542906126222,0.8771457093873778,172.8377607060669,247.3882989031694,180.9251943249059,249.9246679227508,9.295338806271449,9.327648879617794,0.9463317156969108,0.9457816017299698,Dirty (80-100)
1.2595712129995005,4.8143099342974685,52.93207723450639,2.2899396516021153,9.532025976286793,1.822799231158804,8.15399039664041,0.5088032542402732,1.8246140692700896,8.189528816894628,0.9463649261220112,0.05363507387798886,186.83383588504947,481.0063029033917,328.84483911422785,508.9292726179065,8.851299323772661,9.102101487838828,0.728871544508862,0.7131317416042188,Clean
1.118290978044424,2.174692786501515,61.839863891408655,1.9939240557900104,4.495876422345907,1.7390792291222987,4.627783138901298,0.8270634479485274,1.7719856235317,4.643642377918363,0.9159352950592908,0.08406470494070903,169.68352001156714,900.269744352294,724.2905858858139,855.2036644701993,11.282309613024836,10.9858276886434,0.6636924164708247,0.6805274423276408,Clean
0.21818975889692693,-0.5830088321896612,104.40743066067307,0.2716011232113791,-0.8758092441969643,0.26235693932041393,-0.7456604035921415,0.13979512680573625,0.2565791891542837,-0.7309376697298346,0.5765284084827913,0.4234715915172087,391.8626005810607,752.8848478871007,490.91537715195534,762.6161369614583,16.33581851591892,16.464835113274322,0.8886598863341729,0.8872207007749497,Dirty (0-20)
0.19541380476846926,-1.2803864874117454,76.93791177442506,0.21411284206936806,-1.3700203906983883,0.17952444325504507,-1.3250529061821412,0.1787137584438863,0.18369359605502653,-1.3239973234883349,0.44693208690892944,0.5530679130910705,252.12738414954717,506.978855707724,368.19556858995867,525.790145420342,8.731296565054514,8.838554006574457,0.9491188648270688,0.9472309382535908,Dirty (40-60)
