RSkew,RKurt,GKurt,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast45,Contrast90,Contrast135,Class
0.27131118497427753,-1.2322273707384723,-1.1498000273307252,0.2419934183542941,-1.1580001701359952,0.5944656564848873,0.4055343435151128,660.3695533504473,395.42192792114747,694.2274444129497,Dirty (40-60)
1.0096859426334226,0.9169681728555048,1.1504045567228358,0.9535677874397716,1.1498129077796095,0.7840915502394369,0.2159084497605631,695.84912263346,513.5262697532869,720.210034465763,Dirty (0-20)
0.01663371949584222,-0.4089212932079427,-0.2000247991243418,-0.08910364843023251,-0.2053832728730134,0.5466898627045327,0.4533101372954674,862.4124774522153,602.8175711399048,857.199781294421,Dirty (20-40)
1.8439795585102277,3.357512705139825,3.3575899702603627,1.6502069396896089,3.3285322928133603,0.8911997612066089,0.10880023879339104,1156.03086675803,877.7333330892261,1090.1555518098078,Clean
1.7248485164550658,3.7861460560587483,2.754300239986936,1.231357024157704,2.8376879899460827,0.907402744554954,0.09259725544504596,991.612399356988,791.5618475169208,943.3474380569307,Clean
1.176537166903021,0.36512290026325855,0.04938334997648397,1.0296018589903246,0.029648141039047005,0.8200606759602849,0.1799393240397152,319.2517675862692,207.39255652761798,336.6773966661196,Dirty (20-40)
-0.34126809513295464,0.0235098340473967,0.4587656441518235,-0.3363766313883769,0.46888469637983704,0.4106148903247991,0.5893851096752011,404.60222326895865,289.94333691949083,414.65536460085656,Dirty (40-60)
0.8714735249319903,-0.1955099292204228,-0.2954545819939782,0.7680466440197161,-0.3142864848156255,0.7482563170269113,0.25174368297308874,505.8108994433227,325.27514464654615,520.4427237768209,Dirty (20-40)
0.4711584667955017,-1.042001147316337,-1.036007359478499,0.41161318924278006,-1.0385822839153136,0.6453743741465635,0.3546256258534365,922.3293742429483,611.3638989982837,937.1969722393002,Dirty (20-40)
-0.04491904539245442,-0.9721783253836712,-0.8277590644977395,-0.05577525431392445,-0.8138456361462487,0.4717926304464766,0.5282073695535234,753.4083788012431,457.65835931686934,735.9834746495168,Dirty (20-40)
0.056650289137915685,-0.6621171673435278,-0.3805110204760101,0.1042955942767271,-0.3741947125007794,0.4882507066251057,0.5117492933748944,520.3055167080871,342.6478091633333,538.0125625958838,Dirty (40-60)
-1.2074824140717433,-0.05554093590878617,0.051452685768718975,-1.2158436338374834,0.0499407546549131,0.21608462192291347,0.7839153780770866,252.2717550546544,127.4326687781843,256.7812777380209,Dirty (80-100)
0.5109799468261182,0.7798002239431816,0.9345881319088432,0.43738307867989373,0.9314106276100832,0.7470664020956309,0.252933597904369,1001.0088957186839,647.0172753551726,1047.981249351884,Dirty (0-20)
-1.2737860724407075,0.8096906425622517,1.0075617869752758,-1.3110556234429471,1.0322694018255598,0.24329952619052814,0.7567004738094718,449.6020025305099,270.1453110881161,442.54637597400915,Dirty (40-60)
0.6125060085664291,0.5762284069442521,0.7885606812985451,0.5133097025423045,0.7674853876159644,0.7544667622041421,0.245533237795858,1048.2845956762058,679.6749220589166,1080.6790654328677,Dirty (0-20)
0.12450947252417052,-1.07461340475962,-0.8842428862245559,0.1516216068599683,-0.8781850823796318,0.5266671997441228,0.4733328002558772,712.5029378213312,446.43547243884353,736.654421085221,Dirty (40-60)
1.9888379557369584,3.910592058485149,3.4266488790442624,1.7690869606008124,3.4937286583033784,0.8928184633435055,0.10718153665649448,1246.8007017702455,816.1025015244591,1249.0032291601926,Clean
1.127294526387464,1.336949033761064,1.3741184618462556,1.065741732101435,1.3648019192128231,0.7969782837571299,0.20302171624287008,664.0814845907282,507.29884075035187,745.2225125319513,Dirty (0-20)
-0.3640098230451437,-0.017093945822812984,0.4745149043614503,-0.3370816024242174,0.4803008722700386,0.4006918386491557,0.5993081613508443,411.0774644386783,294.1356882762207,419.0873183071556,Dirty (40-60)
-0.6748472503786624,-0.6561930884019347,-0.5594069549848331,-0.6751259301009881,-0.5466818131963924,0.3324059935102119,0.6675940064897882,579.5913104849117,344.3663163386998,563.5015109871722,Dirty (40-60)
0.2296325831908901,-1.17914690546733,-1.0651510293903048,0.2134440379670374,-1.069046900300152,0.5789501039501039,0.4210498960498961,770.1871835527032,456.7421121217705,791.1809855677502,Dirty (40-60)
