BlackRatio,WhiteRatio,Contrast45,Contrast90,Contrast135,Homogeneity45,Homogeneity135,Energy0,Energy45,Energy20,Class
0.4623065153691934,0.5376934846308066,231.52877091450355,136.846291005592,222.9478865878753,0.16888383124072273,0.1714022501959839,0.022343301720131943,0.01811069956208144,0.022157751590371408,Dirty (20-40)
0.425965505011853,0.574034494988147,220.4770370786136,158.9760380736046,214.112578243487,0.1844428720757868,0.18642773673415694,0.02437434884535724,0.019861763129674616,0.023392081251628,Dirty (20-40)
0.4503647326881926,0.5496352673118075,222.79605418816527,149.00693769629888,216.74952408447305,0.1738001739453876,0.1761481668959979,0.023821745877516846,0.019182544828389585,0.0235096169951654,Dirty (20-40)
0.11479831144465293,0.8852016885553471,221.43825809850966,139.83273637933394,223.53523325099945,0.1818177651819399,0.18247657152781088,0.051263040340631616,0.0481679797298335,0.05129253091482098,Dirty (60-80)
0.3375205191830502,0.6624794808169499,157.29383631992383,85.2984601241533,164.09060472001798,0.4241375457433131,0.42451607870431457,0.24413449040585586,0.2419836699622687,0.24344288072645964,Dirty (80-100)
0.4426347388392664,0.5573652611607336,216.9168401379666,137.60738733970732,210.21750804769363,0.17506495618493328,0.17675815544563125,0.023767410789648308,0.01935881901525573,0.023460063506622997,Dirty (20-40)
0.032482256286011583,0.9675177437139884,104.02077693945488,43.071693077467366,108.74627545080256,0.2399848761915365,0.2389032348665025,0.06065357990385055,0.0525487446915779,0.060249115000614216,Dirty (80-100)
0.7552333370548174,0.2447666629451825,203.6982403215534,106.65972783645245,174.58803233608182,0.6981340063302041,0.6956961826194773,0.6151784219179971,0.6146450250677156,0.6150476522519824,Dirty (80-100)
0.4506057530341641,0.5493942469658359,226.32938744341496,156.30876799112067,220.7229994293036,0.1764312405843562,0.17682291236832992,0.02209241436081265,0.017331108519920386,0.021223045770364345,Dirty (20-40)
0.7351814851814852,0.2648185148185148,217.3277063019044,111.39534130553749,196.8325261099678,0.6682031543513347,0.6653213433604421,0.5880314974606158,0.5875976927746738,0.5878606638818278,Dirty (80-100)
0.4249603691554314,0.5750396308445687,178.76854683412915,111.76566711457916,182.34649263788654,0.21609625120552886,0.2169709687946753,0.027234134951874798,0.022071230522965026,0.026242467656726432,Dirty (20-40)
0.14146981174068873,0.8585301882593113,235.70993395945283,136.71385537539385,231.08889903582727,0.24322388240207465,0.2436067307019854,0.07191643912437705,0.06793921059958953,0.0714369684667826,Dirty (60-80)
0.9002780517203595,0.0997219482796406,482.0797241189994,323.6250431051375,451.10265832030234,0.22576796954456704,0.2271888138824277,0.038510339019256934,0.03183265507758553,0.03802378495939362,Dirty (0-20)
0.6530686861215708,0.34693131387842924,839.3005812910678,575.1418881394269,814.9189922940831,0.2008265311660823,0.2019651305446009,0.08855768180320896,0.08766773042406832,0.08847606652737354,Dirty (0-20)
0.6302815273668639,0.3697184726331361,296.92484524188563,163.6268660540146,320.05247261494674,0.4066410606501991,0.40481735927966855,0.2772568647071034,0.27653321257051483,0.2773220935518404,Dirty (80-100)
0.2858805873444599,0.7141194126555401,422.2855060149192,266.63779380613306,410.0791634358615,0.1856549252778956,0.1871156261635349,0.06277080436178319,0.06155438242694688,0.06282900165906,Dirty (40-60)
0.8052241091676876,0.1947758908323124,409.9757776713233,256.4188747284434,369.7955681487109,0.2375173806191452,0.23825160509226195,0.06739041462466568,0.06477938387091976,0.06754984971167229,Dirty (0-20)
0.3137259580297093,0.6862740419702907,259.9533931813724,169.05701447540707,253.87109404380558,0.3406588682947904,0.34164523205327785,0.17250702337781051,0.17090896802004124,0.17176787914479022,Dirty (40-60)
0.3459417728078093,0.6540582271921906,187.7601294865661,112.2114422135367,182.38014274093157,0.2103553738680661,0.2113783312333296,0.028998690558552736,0.02369137280887961,0.028133745188537267,Dirty (40-60)
0.29685224914030794,0.7031477508596921,256.3138998052993,157.24583355952447,238.85645796085237,0.2259949182579889,0.2274703550537853,0.04301009489975995,0.04029141087039777,0.04265972253302892,Dirty (40-60)
0.2509958048785721,0.7490041951214278,116.14376256883044,79.77611443421856,115.07396013707668,0.3776573207117987,0.3776553370751378,0.19786594828858112,0.19499923968071176,0.19657769062580893,Dirty (80-100)
0.14839663504441306,0.8516033649555871,172.20550441837287,111.74135105045048,164.70913187719177,0.25230904068561105,0.253376011892902,0.10197504730624,0.09927044377140302,0.1013957699453484,Dirty (80-100)
0.3006022034796432,0.6993977965203568,396.4939627765238,251.62846334382166,389.0986493100909,0.18660464505930224,0.1871357588341071,0.0583927596188016,0.056677280177762336,0.05820067829803876,Dirty (60-80)
0.14670932699778855,0.8532906730022115,257.1914234995662,155.63604418046214,253.87701201806757,0.20364525358434096,0.20409371470459384,0.06197105497231615,0.05907528021187746,0.061584957123153886,Dirty (60-80)
0.8399781184698408,0.16002188153015925,429.67606534841934,275.1454705550859,396.7346180959431,0.2173159654093872,0.2184706056672712,0.05090490220157458,0.04700669614342018,0.05029313023751268,Dirty (0-20)
0.3151271147187902,0.6848728852812098,278.5192170924284,177.35381543793355,271.19540500706506,0.333426250929201,0.33458574438101896,0.14685198222083054,0.14473905996741482,0.1458964802007782,Dirty (40-60)
0.08005332959809776,0.9199466704019024,165.79491962707996,109.88393730546909,158.8136794410478,0.29950660654719685,0.2999140026181525,0.08022531867425099,0.07235174666542386,0.0789803099195434,Dirty (80-100)
0.30215791420118343,0.6978420857988166,403.56544774232026,257.38551054942934,397.256637414088,0.1847785124268416,0.1855119421174392,0.05761797832138549,0.05592077913796231,0.05743345639627528,Dirty (60-80)
0.18349814657058,0.8165018534294199,316.2463620021724,198.84461596096213,283.7099772174533,0.2674162128228603,0.26994901173870905,0.10769052321791683,0.1060217837322849,0.10719434711311543,Dirty (0-20)
0.3328437714293794,0.6671562285706206,181.18725895048505,124.8592427309532,190.61470503862103,0.2373650679794461,0.23808343841609103,0.04297806127406692,0.039816945020832016,0.04244203093159582,Dirty (20-40)
0.9036275780237624,0.09637242197623767,658.3379697215331,504.9634613430465,611.3219015808043,0.4539420448312759,0.4555857465545394,0.158267057654407,0.15353161539147014,0.1563701007415325,Clean
0.12825770100939785,0.8717422989906022,270.59351809384543,163.83633971031333,266.2254780598786,0.2054871657705425,0.20608968577618594,0.06374698042996059,0.06065322593755645,0.0633389227706476,Dirty (80-100)
0.8478449682456008,0.15215503175439918,489.34316225212206,333.22318187759515,503.9899691699636,0.19302839602791255,0.1927505356032037,0.03692411819685535,0.03329677827294317,0.03655595726434189,Dirty (0-20)
0.24667757628763134,0.7533224237123687,227.64097414460701,143.03678729007768,199.32558113664456,0.2639476621320405,0.2656630652302994,0.07228891741493636,0.07006777153841294,0.0717092761639744,Dirty (40-60)
0.7698086736548275,0.2301913263451725,1342.553035745014,1029.7621218076088,1353.9759542155,0.29530859119205105,0.2954402060109288,0.2140022276098344,0.21289425365379688,0.2134852830961467,Clean
0.4023248074545973,0.5976751925454027,254.461335021363,150.73165167848126,233.3596290976248,0.20653938272190006,0.20902639452180688,0.05008495058800785,0.04830159906632507,0.0499399841394812,Dirty (20-40)
0.8718567004936076,0.12814329950639236,924.2386874944333,753.4791357202486,911.1029988543917,0.4691090290286158,0.4705676116100994,0.12332283507753605,0.11034829327428118,0.11514504850959037,Clean
0.7310131280354606,0.26898687196453946,391.3336142995266,274.84397383992524,365.7980744371527,0.1921753585774912,0.1928197866476152,0.026381606253027663,0.02177970164390232,0.02513818106725186,Dirty (0-20)
0.3426524919779799,0.65734750802202,233.78753066083596,148.64183129831187,220.74495346374115,0.22523730220451846,0.226173390227128,0.034027691150076575,0.0297773905539372,0.033207473032750526,Dirty (40-60)
0.03948806419884155,0.9605119358011583,115.81850813576126,57.18328050620246,111.14219028519408,0.21217570756174708,0.21387876204472972,0.05975498315108116,0.054053148462984736,0.05932763798151094,Dirty (80-100)
0.7364148252897355,0.2635851747102645,178.7089242668334,98.10809495933927,150.5426441890935,0.6871581224959199,0.6850696998300873,0.5832045418068771,0.5825785553663376,0.5831307065372621,Dirty (80-100)
0.3712691737167262,0.6287308262832738,327.6025472829833,200.73975209140983,341.2504668317212,0.34082285661867057,0.3400060365884084,0.17350466566128173,0.17230137157425607,0.17319089993848366,Dirty (20-40)
0.1414264240722057,0.8585735759277943,204.45531226815618,128.33695819086418,204.47348412086552,0.2805318148495769,0.2803116970634372,0.11676418891614318,0.11283665232268958,0.11544686101875427,Dirty (80-100)
0.26534763313609466,0.7346523668639053,359.08966590620344,220.25901246477426,354.90987230492465,0.19894446798784565,0.1992042280055239,0.05273426822593905,0.050348186248637385,0.05247957351828434,Dirty (60-80)
0.4623813391657894,0.5376186608342106,205.30734018494584,136.17951899217408,195.1817735283986,0.1960516108626802,0.19896971409543465,0.02443100405059845,0.019505895617010608,0.02343227482266206,Dirty (20-40)
0.8993453590037975,0.10065464099620243,587.0818858643157,410.4830124888337,616.1993795217845,0.2487976935647596,0.2475319278754076,0.05361671785173987,0.048904813859890914,0.053418981130937966,Dirty (0-20)
0.1121124489111206,0.8878875510888794,467.07616246030403,309.5049914105747,441.7582474152956,0.2486732057496302,0.2497652343805925,0.07097834095638568,0.06681135515206499,0.06951492482368854,Dirty (0-20)
0.5295801454792146,0.4704198545207854,349.695018051632,206.37195368162068,312.9207748606474,0.20057990479764293,0.2027257391967998,0.04100318646733745,0.03941080445254876,0.041221759136029164,Dirty (20-40)
0.8574998645958865,0.14250013540411358,1037.4919532686754,640.8302544446477,1042.410770351265,0.3689729360112766,0.3675793963986431,0.2881138055910116,0.2870240503272675,0.2878239891774391,Clean
0.8841941822123854,0.11580581778761463,494.91468206810237,323.2908433309808,440.50271517077636,0.2547823609938293,0.2574297309968344,0.04795209975117263,0.04293968743059716,0.04732133952343291,Dirty (0-20)
0.544669744252035,0.45533025574796504,286.0301457370512,162.4249734287206,250.91096075735996,0.4937043744727234,0.4940386165049355,0.3784183300902414,0.3777042389316979,0.3784012995856665,Dirty (40-60)
0.9123162444526628,0.08768375554733727,489.43549263340554,360.09990763119146,530.5753762644954,0.23751722249427654,0.23572353370041885,0.04456930067629747,0.039697627063285716,0.045340819982502376,Dirty (0-20)
0.633520508795234,0.3664794912047659,345.4649870819271,218.68057414185063,318.7029337437,0.1813136148289123,0.18256643622547175,0.02214566707510109,0.018049887798502532,0.02148616844180172,Dirty (20-40)
0.6265553562706679,0.373444643729332,296.22001869537564,172.91364795304767,317.08133190510307,0.4555256048563298,0.453252552215149,0.3617901756309514,0.3613555449677296,0.3616033664278101,Dirty (80-100)
0.8214441440017792,0.17855585599822074,746.3087005591748,571.7297022379753,747.646959714476,0.465482567134716,0.4652006947866056,0.1947187944792152,0.19195861707222756,0.19380543730384844,Clean
0.8827662721893491,0.11723372781065088,1537.4540104545658,1012.8558349538072,1502.5301479654104,0.14757520917414113,0.15054530112889802,0.05784351742311841,0.05676861712390958,0.05879538804694837,Clean
0.13907131774691592,0.860928682253084,245.43677927689762,143.97220572220562,238.54313169043,0.2190025827118404,0.21951939786712849,0.06789468937548307,0.06475282333526898,0.0674246556148467,Dirty (60-80)
0.2986490579661369,0.7013509420338631,264.3687905439266,176.34394869344726,265.93512665259857,0.3224251583288044,0.3230580695162512,0.1564643798288156,0.15468955769674864,0.15577447406211248,Dirty (60-80)
0.10077138681934696,0.8992286131806531,280.75895632864547,167.70750439788895,270.59083461700044,0.17681289714002482,0.17792026238022626,0.055379275203415054,0.052787199258951874,0.05521160062574678,Dirty (80-100)
0.12501787945857235,0.8749821205414277,246.20409133126202,131.4999246221686,241.33366272683145,0.2139910904344607,0.2154498209156438,0.054489228553357145,0.05100467790331442,0.05479961406669066,Dirty (60-80)
0.4395594701699148,0.5604405298300852,251.6179198455117,156.83940191647645,243.91710524526403,0.1691399412498822,0.17013153925949998,0.0221002846599102,0.01805877599211305,0.021799714974077133,Dirty (20-40)
0.4743002265162722,0.5256997734837278,317.8273247784973,215.20732335310848,281.4468600688852,0.20129948678788886,0.2036986452336229,0.03605951666410399,0.03317951114855603,0.0350524721178749,Dirty (20-40)
0.6300278999983142,0.3699721000016858,221.42648735058955,113.88626482102276,239.6223766087929,0.4978736102556644,0.4960488450949373,0.3422211244665643,0.34135337810360644,0.3423617066118596,Dirty (80-100)
0.9148612763184812,0.08513872368151891,509.78878513541736,353.53783094371124,479.90908443887736,0.23932447578898025,0.2409823162071532,0.042961542254732775,0.03621158365527795,0.042746588092019006,Dirty (0-20)
0.11268703124411113,0.8873129687558889,242.0293235169716,138.0356322077648,243.29499784739957,0.18824183508430006,0.1890035896816256,0.051045648704827716,0.04730902469052466,0.05072748952790307,Dirty (80-100)
0.6505397409243563,0.3494602590756437,802.5646226460437,575.5908706677943,832.1797738407662,0.37874739287076215,0.3754440338430937,0.17491729438097495,0.17278599606653314,0.17415823451207282,Clean
0.5413909622136561,0.4586090377863439,267.60109622271256,147.43025831505338,230.0480756149247,0.4902898625605126,0.4908705452745961,0.3643816263419358,0.3636787283329919,0.3643342448679603,Dirty (40-60)
0.06523191448749761,0.9347680855125023,191.37795855630597,120.76982797061243,191.60442025931545,0.2342465402546315,0.2338958942654083,0.06388998263791751,0.05758768916293942,0.06262909166922269,Dirty (80-100)
0.24287827557058325,0.7571217244294167,187.38798493920052,122.5865917101408,174.77226234639545,0.3867738643399381,0.3867908889627702,0.2131646681475738,0.21040057862856146,0.2122205116269362,Dirty (80-100)
0.3091833256189249,0.6908166743810751,326.89438119519536,201.97182383143908,342.19060778024516,0.37018369432820863,0.3696540792565599,0.20506316946158756,0.20380124468458855,0.20447279825905704,Dirty (20-40)
0.056743832612087486,0.9432561673879124,155.6023645599911,91.70593079207417,147.52634596576675,0.19914195142120766,0.2003674451389653,0.062290612801539025,0.05847838488636947,0.061986939610803385,Dirty (80-100)
0.8679409322121873,0.13205906778781273,488.96750855222365,338.17007536382505,472.28162922359803,0.1945576062077297,0.19536697161188826,0.034190843561830615,0.028468569091447526,0.03376203368357875,Dirty (0-20)
0.5351927579834961,0.464807242016504,299.56917123508555,214.0552429641897,327.7770157712785,0.2575348877857416,0.256346794830334,0.07404252556244821,0.07207552325591697,0.07350432156800928,Dirty (20-40)
0.9154335687656052,0.08456643123439478,520.3461594081031,373.5204874164017,525.6198527970387,0.2487003949360597,0.2485494865869033,0.05389408742472945,0.048034634256583116,0.053128439126368665,Dirty (0-20)
0.4400688403960224,0.5599311596039777,345.43516331403066,226.74013353492276,320.87016879290564,0.5437432553268869,0.5448218938271343,0.4095385663711332,0.4074184428838009,0.40863733618415626,Dirty (0-20)
0.0673940519539632,0.9326059480460368,261.1224046174976,150.15488389507016,253.4252023820556,0.20690912495578664,0.20857398671565772,0.05816782125450243,0.056328251338453116,0.058283370196694176,Dirty (20-40)
0.4431991376921447,0.5568008623078553,277.53682227724045,186.0483635992655,280.71696674238734,0.16736195959911138,0.16828164300941933,0.02581377942610337,0.022751789326348755,0.025107633484472737,Dirty (20-40)
0.4574624732275747,0.5425375267724253,250.1553187546121,163.16440910206418,237.09637510360992,0.15811962567182866,0.15993709036522666,0.02082930472475123,0.01707622964565279,0.020122686211293463,Dirty (20-40)
0.4012598521102965,0.5987401478897035,198.03780198277087,130.44511086805994,203.5579643526466,0.21524933604172147,0.21660387362059685,0.03066169572227404,0.02629701302853655,0.029687004159163838,Dirty (20-40)
0.26581290855700984,0.7341870914429901,346.3954586744361,211.83213106398057,337.4256605593862,0.21250190523929507,0.21367438903323047,0.05609365836956548,0.05339203890246227,0.05569187898114823,Dirty (60-80)
0.30086223600077505,0.6991377639992249,387.0694511468317,245.48977834901532,378.093866296788,0.19063405239373568,0.19188259746419886,0.0605681142385853,0.05886513253404696,0.06039435546940512,Dirty (60-80)
0.2728081083610788,0.7271918916389212,489.181477476098,304.20590057953814,448.38124778684823,0.35330373127168835,0.3553397437612763,0.1782268798056114,0.17605510729993826,0.17718442643840868,Dirty (0-20)
0.5460095211884121,0.453990478811588,276.18212837333266,150.42649962607754,230.59978401479728,0.4816681827430064,0.4823655753855554,0.3426701608233788,0.3418896895108357,0.34251666310563245,Dirty (40-60)
0.4640710504070828,0.5359289495929173,208.5217587596869,125.2361773276538,204.94610863884859,0.16846535809496396,0.16972315951145275,0.02257796463281741,0.01838918915546715,0.02242496301017386,Dirty (20-40)
0.4630248378981682,0.5369751621018318,365.3405062774357,126.90195181133205,402.0669448157238,0.5882352536990804,0.5866509845595094,0.4357979653451888,0.4353861435169524,0.4368122016714368,Clean
0.3413365946219805,0.6586634053780195,293.84157129034617,168.244362075646,325.5206078075045,0.4355548056183728,0.4353986990147245,0.3268959511040501,0.32618956419288936,0.3269702555856686,Dirty (40-60)
0.6125729153552394,0.3874270846447606,348.69274338032443,217.32456020541954,318.13103824608027,0.1956326243053897,0.1971744152099359,0.030350547594859695,0.027666830571355203,0.030368247382798592,Dirty (20-40)
0.3788672641587941,0.6211327358412061,226.238264442207,113.7317894341929,238.97231350507832,0.4501763230009662,0.4482076114932017,0.20358800754255973,0.2009538477834389,0.20333662457406,Dirty (80-100)
0.4924314878707163,0.5075685121292837,432.97547398632247,288.4951772014788,460.88083573438627,0.5806195295973382,0.5794322597535341,0.4353140005680988,0.4337036252998639,0.4344389213926072,Dirty (0-20)
0.8195259042033236,0.18047409579667645,755.9729728359513,588.1333155779938,748.2026077660817,0.4749705019693618,0.4752470417753424,0.19490504400730105,0.19169409855086667,0.1934716277063742,Clean
0.7471555367709214,0.2528444632290786,361.11958681339513,242.2407180480144,359.4054001866571,0.202186727412292,0.20192465971734036,0.02567285536523663,0.020213887443395168,0.02437078866438759,Dirty (0-20)
0.2989656009891372,0.7010343990108628,429.77249820943496,278.00675259935014,421.5442700531776,0.18644698027301676,0.18788743093544066,0.06156945693468858,0.059824957399417664,0.061217896199805374,Dirty (60-80)
0.2994785034828852,0.7005214965171148,365.34726283586616,226.46263527347168,358.89688809584817,0.18950145339215685,0.19014522965061856,0.059377520962638625,0.05769527933279321,0.05921005211402555,Dirty (60-80)
0.8392372559488752,0.1607627440511248,407.74595820990936,100.98681583064331,463.5402931564213,0.4326541915213221,0.4303658612270912,0.11418129688244408,0.11097424763738796,0.11628468614102548,Clean
0.3653763434930544,0.6346236565069456,334.3616786073334,246.21793790846058,336.98342093197965,0.3701762069440729,0.37021713418214935,0.2785529813107209,0.2768501848329494,0.2774940459786799,Dirty (60-80)
0.3121093727581081,0.6878906272418919,268.57589415966584,168.13916168782686,262.4964377340051,0.3370326181774413,0.3384286788161286,0.15762982432909986,0.15581867648790518,0.15685085112426148,Dirty (40-60)
0.0978821174608118,0.9021178825391882,151.45780212405174,104.03696519852684,140.0577618237822,0.2949836109335229,0.2961098561629195,0.0951361468738142,0.0893121976372513,0.09418931446845137,Dirty (80-100)
0.0487938795513123,0.9512061204486876,147.48870433585458,87.24851889274971,142.8143526407774,0.20498597402240432,0.2059753743691268,0.06006884121960364,0.05545382651021615,0.05970462491473556,Dirty (80-100)
0.3946090208587821,0.605390979141218,367.5042319294582,245.89217280408093,316.50244517925523,0.21171916900127571,0.21515119929076068,0.056645529194769326,0.05453600486030222,0.055729303860167695,Dirty (0-20)
0.6156785301347636,0.3843214698652365,323.8028799329932,217.9784627063221,328.71760927577986,0.18448216621794447,0.1847300563067693,0.02518241347287496,0.02178884774979226,0.024560598018823505,Dirty (20-40)
0.1275749544980314,0.8724250455019685,258.88932215159446,141.17906556914542,255.75245522598755,0.2010065371835814,0.2019748661591444,0.05281602522643418,0.04976535087946103,0.05293424193979762,Dirty (60-80)
