Amean,ASkew,AKurt,Rmean,RSkew,RKurt,Gmean,GSkew,GKurt,Bmean,BSkew,BKurt,Graymean,GraySkew,GrayKurt,Contrast45,Contrast90,Contrast135,Dissimilarity45,Dissimilarity2PI/2,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy20,Entropy0,Entropy45,Entropy90,Entropy135,Class
111.565996,0.489103516,-0.51386495,108.7631381,0.48729714700000004,-0.764359945,108.70589550000001,0.509400388,-0.662397717,117.22248799999998,0.598726573,0.09702311599999999,108.800478,0.488003859,-0.62934753,832.6661601,541.0374895,833.8551326,15.4132367,15.37054317,0.361055095,0.32865327699999997,0.361957446,0.329811847,0.24217307300000002,0.24158643300000002,10.93034472,11.30945861,11.00945388,11.30568908,Dirty (20-40)
121.1609875,-0.328869185,-0.238172937,122.50326129999999,-0.452516894,-0.81075447,119.71310829999999,-0.36941988,-0.48311695200000004,121.2674148,0.061357176,1.318279947,119.9039925,-0.39789725600000003,-0.460315853,437.47916439999995,307.9998636,446.15347970000005,9.539825792,9.59921309,0.377030536,0.34462548200000004,0.38433866,0.344782181,0.22711093300000001,0.22639389399999998,10.05302756,10.34854038,10.10014174,10.35058665,Dirty (60-80)
86.85656268,1.5563764690000002,2.439548399,67.34728368,2.140355544,4.150199819,83.85726738,2.028197112,3.822403553,109.31509890000001,1.6842287130000002,3.3510667460000003,81.47549423,1.9885071019999998,3.801006539,972.0213762,674.4639989,963.7768822,13.42414251,13.37680803,0.507509141,0.491474288,0.538134414,0.49141423,0.43646808,0.43604056700000005,8.032052241,8.281629078,7.860907838999999,8.28215578,Clean
103.2451484,0.60232461,-0.311493229,100.50725899999999,0.5937732410000001,-0.5639126210000001,100.0434322,0.618798842,-0.451521004,109.1789336,0.729124923,0.29707948300000003,100.3925781,0.605970577,-0.42933242299999996,763.4964275,499.49975750000004,759.2407112000001,14.12408841,14.04977794,0.40218080799999995,0.36934033,0.399162019,0.370459579,0.279142742,0.27859757,10.35261355,10.72700646,10.45910387,10.72301899,Dirty (20-40)
110.6443180666537,0.09731102182867264,-1.2423574902435832,111.6690726971602,0.13652096259794685,-1.3197414497705298,111.05475526587489,0.1063605852690753,-1.2637626644737547,109.20813197917299,0.019961615673240347,-1.1581968313212043,109.36073810515741,0.11195558235142862,-1.272615203181466,239.655083463777,134.2052221764153,181.37393572055515,5.294160771418052,4.885471397426722,0.6643584740330094,0.6446071343509989,0.6645986905813581,0.6452533591970689,0.5675301784339065,0.5672965834651476,6.4174442400253975,6.569273148709222,6.418126388121103,6.541850993542719,Dirty (40-60)
97.23961281,1.291118051,1.595314,92.41900563,1.355617254,1.553886869,93.08474325,1.379478151,1.689733454,106.1774093,1.302522793,1.998690726,93.03160499,1.3055064459999999,1.632699563,757.1848459,524.0460762,749.5780943,13.44797013,13.35308191,0.479971862,0.455642373,0.476715709,0.45550303299999995,0.39840071299999996,0.39772628,8.879185119,9.18742546,8.983037915,9.184661273,Dirty (0-20)
119.03268940000001,-0.311056349,-0.132599227,120.0802,-0.4368478,-0.7631492409999999,117.33696029999999,-0.339930393,-0.390760919,119.67945060000001,0.090367587,1.560550962,117.56572879999999,-0.375856797,-0.3702986,401.63601439999997,276.02273199999996,404.863846,9.069010812,9.122597914,0.376901515,0.344459552,0.389363581,0.34470694700000004,0.22577633800000002,0.225123825,9.970292138,10.26465578,9.991668894,10.26871574,Dirty (60-80)
143.19320300906116,-1.326915398291158,3.390378586295535,142.27829013631856,-1.4067536212421403,2.6715637972035116,140.8076580724666,-1.2663249932885705,3.0201819853214475,146.49770953871266,-1.24009801698866,4.756774413330041,140.37924948273923,-1.3580833807980266,2.9065168881439902,244.4839220492411,148.28971448895788,238.43833347490025,5.526290988662519,5.477589965740818,0.5789270370268088,0.5536106641600586,0.5804722072472358,0.5544410873836484,0.4736294029420689,0.4730417128160582,7.0561974503331255,7.2688029801885925,7.06837710023793,7.262553396618451,Dirty (60-80)
103.5142926,0.714577967,0.111598167,103.4720631,0.622147046,-0.300054715,101.0604077,0.6987352609999999,-0.065937572,106.00947109999998,0.912282426,0.956819078,101.1608911,0.659118313,-0.06022616,658.3359452000001,447.755901,652.0876875,11.02663783,10.969028199999999,0.522438794,0.494009646,0.517245218,0.494403145,0.424595802,0.423965782,8.496271343,8.836234556,8.614482762,8.831260647,Dirty (0-20)
102.5134165,1.276153538,1.5483042969999998,97.97918147,1.358016891,1.416531521,99.14094902,1.365768879,1.548191672,110.39079270000002,1.269553312,2.271627896,98.88338156,1.261074925,1.5191688030000001,862.5179254000001,571.8283488,904.4729940999999,15.90118734,16.14437494,0.320404156,0.292020532,0.342850885,0.291925253,0.21205416,0.212060054,10.9862897,11.32041425,10.86403473,11.32909538,Dirty (0-20)
