Amean,Avar,ASkew,AKurt,Rvar,RSkew,Gmean,Gvar,GSkew,GKurt,Bmean,Bvar,BSkew,BKurt,Graymean,Grayvar,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity20,Dissimilarity2PI/2,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy20,Energy135,Correlation0,Correlation45,Correlation90,Correlation135,Class
115.98676830150465,2012.9150495315312,-0.3102315526448575,-0.5704447047075156,1944.457002476968,-0.4333869702876848,116.286982421875,1883.600493737104,-0.3852883414886168,-0.3385872769228073,114.18485243055555,2205.0955149087777,-0.13451269950875086,-0.7943434203692119,116.39073497092016,1911.1239518518491,-0.3741855939082016,-0.4223353101997862,0.45619140625,0.54380859375,236.36556011641048,403.4392861686753,280.0097335709318,381.5202169201641,10.223326600642864,13.338301067528198,11.02389386300418,12.982248823130908,0.1436987386449335,0.11502645040829518,0.1389729711574733,0.11613904781135508,0.020406167139939587,0.018863229319942075,0.020061660806170962,0.01896673620102355,0.9380643275366634,0.8942318091888313,0.926565889640532,0.8999781984215101,Dirty (80-100)
106.87943888346355,1963.9047914603275,0.4746809251550806,0.7306535281199222,1855.074536243661,0.29748135521720115,111.50504618326825,1793.4996469806954,0.4926455127794231,1.0007625839910783,95.351787109375,2041.2189749149616,0.7714728894646329,1.1328243782337113,110.82413910361734,1791.6352288600087,0.5024755727947103,0.9896314864015614,0.5587843831380208,0.4412156168619792,253.06138892959493,460.4421863917742,283.6347566685122,457.99274648264486,11.101966303569098,15.160695547558104,11.326984879820216,15.090622741548545,0.1405053395218623,0.10541811943865506,0.1393373427015816,0.1063099601959148,0.014012617225519755,0.012244426806716528,0.01392730046467043,0.012304850558423357,0.9294049582787944,0.8715896553023987,0.9208807603206376,0.8722727517551933,Dirty (20-40)
121.86513961226852,2771.6301640936445,0.26166474028738024,-0.5072197904557014,2587.850503156392,0.30772430936171524,124.93295464409721,2266.3338610400438,0.3266097519174559,-0.3683414084333623,107.82257378472221,3133.655828965911,0.3771829081086756,-0.6788104570659153,125.37952003396272,2368.2725276308684,0.33048291810278124,-0.4131036197513298,0.5964767795138889,0.4035232204861111,459.1489314568672,738.4985912368517,485.78468576147424,806.4712957032457,15.766779602119716,20.37406984115938,16.470923157162723,21.07307843292905,0.08168169200500566,0.0620112697342746,0.0764543246990555,0.0613006112012889,0.009495235623702924,0.00839125378737804,0.009242499751253764,0.008293362332606169,0.903052381793092,0.8440842909116638,0.8974084521792821,0.8297335043257856,Dirty (40-60)
112.25536928530092,2453.565439378241,0.8543243008617727,0.2558862987733161,3301.543283579414,0.5634203862195432,117.54004991319445,2109.0253469593135,0.8875968292694018,0.5570334063021574,102.481796875,1806.5269711636013,1.2294741177380892,2.8627351883724845,116.28524473947486,2166.203701239504,0.8752884680524671,0.4055933457321115,0.6319563802083333,0.36804361979166667,232.57903309877503,788.7349828893186,625.3242176634212,833.6512498355265,7.555625054295888,15.169308210843615,12.35947931154381,15.393344504845038,0.3213457774381932,0.22835470352787499,0.2704877789243983,0.22773905489067284,0.03702506347674269,0.0295629755049642,0.032987393911760574,0.029472047523922545,0.94633532640132,0.8179233362157816,0.8556312405177667,0.8075543262771788,Clean
113.66498480902777,1665.460792165568,0.11842221637130708,-0.16332977275352345,1533.431692888255,0.008297293271509262,115.26801649305555,1524.9086380795893,0.06208617999556181,0.0985933405729571,108.50496310763887,1896.1943330064507,0.31120263723326835,-0.26883664063914203,115.19561648980036,1544.9931223674055,0.07295677690818593,-0.003291422222791329,0.5461317274305556,0.4538682725694445,290.1559942663541,509.0776695545131,355.06101682023643,473.05009346444814,11.683778559638617,15.489117562943052,12.804840707579976,14.92385175744698,0.12172904616816388,0.0946797044271506,0.11420811324541574,0.09634273906225052,0.01761219043596228,0.015929444659964473,0.016958015796243096,0.01606568502890034,0.9060674561804064,0.835088896592714,0.8849556139749788,0.8467596434691933,Dirty (80-100)
120.61759729456018,1716.2590303959894,0.08102101597085627,0.2807395432226971,1791.9878256937552,-0.06623739489719238,122.18657769097223,1656.7352734006479,0.09480646272834006,0.3194636717872066,116.5677734375,1675.0366350597794,0.22137761354973748,0.6641149271132569,121.97523280544699,1662.6378177816848,0.08925918469877465,0.27198467035601936,0.4719162326388889,0.5280837673611111,142.89089892276954,339.7874436848156,223.28581254346318,313.735813684413,7.144078490139862,10.921265853342916,8.368468576147425,10.634024973874542,0.21533287166264645,0.1574275361296974,0.20163824526049132,0.15943191551392194,0.019937197943490415,0.016574345509857934,0.01894954817446512,0.016720157583251766,0.9570856655386528,0.897867902344148,0.9328606497389624,0.9056983925975,Dirty (40-60)
101.64095992476852,2504.229657209333,0.6011178997023265,-0.1841307782345876,2547.180460684005,0.5835679442626854,109.48995985243056,2150.08149424752,0.5700512436426334,-0.16887034264997425,81.83027777777778,2218.275248186729,0.856846849869183,0.11601936245160704,108.36964176182722,2223.2107605201377,0.6017034941956595,-0.1759177950008448,0.7477105034722222,0.25228949652777777,276.40051689688147,433.55746459605865,261.3196268689152,472.59752436110875,11.505453479280686,14.745018763572466,11.391677894645346,15.322836752026149,0.13229014698136904,0.10192891455284436,0.12778988357097076,0.0992225522071364,0.014545967687259544,0.012730393474635364,0.014116873652511496,0.012519758272710345,0.937874307479166,0.9025919240820628,0.941262663989576,0.8938207247682632,Dirty (80-100)
119.21377495659722,1605.1557900682794,0.09201736143945266,0.5754286236644797,1615.3170732972878,-0.07614506437737004,121.5562890625,1513.8807334511655,0.07521506489309486,0.7783872232489784,113.31294487847221,1633.300782950955,0.2945775798131209,0.7333922933512427,121.22030184342444,1519.2550783069473,0.081528604281242,0.7195203670267949,0.4718044704861111,0.5281955295138889,153.40063526192333,349.9858112376995,215.86021492524338,282.08249447314637,7.811298974893577,11.385985878658245,8.782428937760777,10.617933212338833,0.1958349646921707,0.14802783536261024,0.18495231729561554,0.15213165668954512,0.018957708590009826,0.016013983554956,0.01815107837249596,0.01633889079490426,0.9495732213792598,0.8849390144545818,0.9290076160420424,0.9072628549724764,Dirty (40-60)
108.48643844039353,2324.639920974148,0.4608014877463622,0.5139657045658543,1963.0670601109214,0.7568115936509738,114.15827039930555,1731.870195706398,0.7833080360475778,1.1745321185958382,94.86313910590276,2997.992711152959,0.4918366616955118,0.11194157124377524,113.25151395909286,1739.7196151260875,0.8068461708181967,1.2064491539136286,0.7117100694444445,0.2882899305555556,608.001447528451,884.5119970508948,473.8676297374829,979.7691129087506,16.093274910954758,20.160100956828014,14.100981180458966,21.07519456807897,0.16402038398369378,0.14114132258269868,0.18746829086373493,0.13700413483370658,0.0185887390313418,0.01713093357514921,0.0208436868790039,0.016737854272917917,0.8252465990224176,0.7457929542686164,0.8637842251781298,0.7184161679385431,Clean
113.58438187210648,1784.538292026047,0.1127746818335497,0.14264158315950534,1690.5077313930883,-0.033161993712330466,114.6254296875,1643.1568607094657,0.10058145484577703,0.4030836068352994,107.79408528645833,1962.7836049901232,0.2998441804643385,0.13198631210581846,114.92088245909291,1656.6986378022496,0.1025944853492334,0.3026143696366783,0.5270692274305555,0.4729307725694445,272.53153288159154,508.2006892119516,339.9278685674548,490.58930775412375,10.845875684128227,14.718376774274926,11.640942280945756,14.447311388308618,0.14848685082226765,0.11360478473447345,0.14027570937378553,0.11451429574645385,0.01752133264850827,0.01557985838214353,0.017119471727017162,0.015653471303040328,0.9176511099410029,0.8465582312561389,0.8973286753093463,0.8518755400667454,Dirty (60-80)
