AKurt,Rmean,RKurt,Gmean,GKurt,Graymean,GrayKurt,Contrast45,Contrast90,Contrast135,Class
-0.5080025029999999,113.70518259999999,-0.9487850720000001,110.75768500000001,-0.721305845,110.48020530000001,-0.65910061,493.32006449999994,313.8092646,500.59277689999993,Dirty (40-60)
0.5485543285569796,123.0222310901803,-0.2321497738775111,122.49091008241251,0.24836359358624585,120.23642632822948,0.29608997280143295,232.21285184421163,171.14837561030814,220.74955406438454,Dirty (40-60)
2.986695665,76.35744791,3.893760153,81.49486385,3.707272975,81.50860739,3.6767974789999998,806.642122,509.4811421,809.3246705,Clean
-0.332344384927906,116.45100411209309,-0.6341169082849833,116.56648790096024,-0.4230440493234928,114.94302954570186,-0.4687858057184604,199.2830710301617,117.92219379506578,180.98349937103862,Dirty (20-40)
0.6303631745830183,127.80046296235196,-0.1832374990311285,128.1941727850489,0.298658673379574,127.33950615478152,0.4776921348251793,294.2646481254526,187.96471630775693,280.94275137218733,Dirty (40-60)
0.319450562,129.5810772,-0.044078655,125.4394932,0.130266187,125.83126809999999,0.270607469,540.5802694,337.1192768,525.5482086000001,Dirty (40-60)
2.432421796,61.43065003,5.132613189,79.55332469999999,4.6104424260000005,77.52718997,4.675919235,792.5983296,644.9477059999999,864.1993819,Clean
0.6715463084167408,126.75717479438568,-0.006034576553773707,126.86029071661017,0.441835566187589,125.83195209005258,0.5053674748535912,277.45608191463106,176.37604681993088,273.89631036309873,Dirty (20-40)
0.621400375,69.56919707,1.219847684,74.40996343,0.809579959,71.44440141,0.775806425,687.7068144,293.6466165,672.3857174,Dirty (20-40)
5.448621956755314,140.58988566534137,4.339695979459447,139.05480564226357,5.003450652814943,138.77995376794118,5.133463066537981,294.8421519376458,187.86249575613533,290.94978117807926,Dirty (80-100)
0.3927564428498722,135.86347655527183,-0.24570788018645076,133.79104189427716,0.07575107320259722,133.38177840732354,0.32173423178457083,395.77721825160864,230.85083220163614,389.9916293536865,Dirty (40-60)
0.326853713,82.59993823,0.454853647,87.14624930000001,0.43627969899999997,85.57572037,0.41045381700000005,953.2372376000001,599.8589152000001,922.238945,Dirty (0-20)
-0.43677094899999996,111.6078017,-0.901585133,109.0915517,-0.650101354,108.7704218,-0.61273713,620.7973936000001,390.5203817,624.5339336000001,Dirty (40-60)
2.5642713263666224,97.30130867421629,2.9888000917633955,99.9981598587928,2.79177960752571,98.35070654760435,2.6334436411076023,551.6753841517922,358.77991823487605,566.7032768683794,Dirty (0-20)
1.9609523702240936,81.51470102849977,3.2145145683085548,93.0542142095827,2.4855061990200342,88.42044074351355,2.3535361604900698,822.5411909008914,672.6091299673425,856.1484035302732,Clean
-0.6455258979999999,111.1795357,-1.067844243,111.39295530000001,-0.8976857,110.94890670000001,-0.75307395,463.9319205,345.280091,489.80517869999994,Dirty (20-40)
0.25735451,103.1666072,-0.054574275,103.0743402,0.173947605,103.03744329999999,0.19372261300000002,624.5937677999999,421.60853990000004,644.9416906,Dirty (0-20)
-0.502133364,114.07660729999999,-0.84609198,111.37581180000001,-0.656226304,111.2394074,-0.617305069,609.4128565000001,392.301667,596.8361838999999,Dirty (40-60)
0.3526786604907417,121.111630916992,-0.16570241140236994,121.38731124514132,0.18037510368895626,119.85092475977936,0.17124114634144186,225.1497089789794,143.75402560869136,191.8406543624841,Dirty (20-40)
-0.735696343,113.19982179999998,-1.044343485,112.10728130000001,-0.898058265,112.25231389999999,-0.871948572,729.8805894,454.2636693,714.4149901000001,Dirty (20-40)
0.771845448,132.7141623,0.34818615,130.97235659999998,0.511751496,130.4707072,0.704136924,354.96481760000006,247.98068130000001,392.2861643,Dirty (60-80)
-0.713078737,111.6530882,-1.039106551,110.9735805,-0.8791092559999999,110.99187579999999,-0.853955158,716.9610539,441.8072922,702.8518796,Dirty (20-40)
2.266818886618668,147.44134351767391,1.7833647095802192,146.63611671966544,2.176853763132764,145.09061406959637,1.757617769335364,170.8588831183539,118.6438245707634,178.80886147884792,Dirty (80-100)
0.7456167441444608,83.64289625499119,1.3428439305160804,96.43596517983002,1.0002517111422942,92.67112056390556,1.0256791751146137,747.5441587490343,570.8299443043293,754.1530337778534,Clean
0.8536451158603326,129.41041532336544,0.10476897513881632,129.21582199461673,0.5983382808240543,127.83616433713458,0.6744736699991472,286.0300414993144,171.88423242635898,275.99860152164143,Dirty (40-60)
-0.3561798615982301,139.8781961310795,-0.2830036829064295,128.8101096590822,-0.3167715404989964,129.47741212106413,-0.19731617258650846,385.02041090792886,269.45764522100427,460.89213616305284,Dirty (40-60)
0.6772579213679855,130.0531009288385,0.08807665558634703,127.86825531235478,0.4385885541696175,128.16664643120856,0.4895351119787259,431.88307082792335,294.42311026772734,426.44315989370295,Dirty (40-60)
4.682732670819173,142.60283620485296,3.8535567714761134,141.1916707489161,4.216401104592527,140.82478992244125,4.2374785591094914,299.0180578644438,197.25948200601425,297.4594977207735,Dirty (80-100)
2.710141488678912,137.70098794862338,1.9488079800442817,139.26914085209722,2.4874336092842184,137.70599543999228,2.2608792512049014,303.78126546844885,217.22293091404185,299.10080586211046,Dirty (60-80)
0.9748178215008836,128.42512706828393,0.2871336111572287,126.39871629299677,0.7378523156819314,126.10241097269363,0.6771962495873778,333.2610048011393,219.22911412358155,323.75361298855734,Dirty (60-80)
0.512050273,102.8968556,0.202982692,103.66793929999999,0.41502198100000004,103.62486740000001,0.422044149,800.1900352999999,536.1484302,791.2658282000001,Dirty (20-40)
