ASkew,Rmean,RSkew,RKurt,GSkew,GKurt,BSkew,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast45,Contrast90,Contrast135,Dissimilarity45,Dissimilarity2PI/2,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Class
-0.4351429741444082,106.77703766980581,-0.4271435550225259,-0.96871512102875,-0.4159425396063135,-0.8879123182494304,-0.4723814710912122,-0.4255849274774939,-0.8785918508199861,0.3878177348112343,0.6121822651887657,713.3140566617842,429.32117804892283,748.7298829994812,15.338759671308615,15.715311961363833,0.2587585053509415,0.22610938817314444,0.2694630360682471,0.22497448493065955,Dirty (40-60)
1.0532569945985804,91.66683671249564,1.3734952458071197,5.464364281868427,1.259142694675375,5.640721359708206,0.6018359411485231,1.2501787986889898,5.645516273111802,0.9155260180995476,0.0844739819004525,524.4567281749512,367.0987682024557,516.9755921812128,10.225310657354118,10.171858733344301,0.3383240060094729,0.25150179575329423,0.3389472490443954,0.2519376326069342,Dirty (0-20)
0.033044251192520434,96.56654921241606,0.6553393483224307,1.33575046689068,0.14684502514318734,1.1030312508393258,-0.7038267189357809,0.1883198718073429,1.1123632601320734,0.8385149299563235,0.16148507004367652,402.5138258445349,100.32683578379195,460.7130802180792,7.4378184102650176,7.928367484967875,0.5114600505914435,0.4404822056651872,0.5444884832406273,0.4378466742712286,Clean
-0.0236097122707774,103.69735479111084,0.028306882534812536,-0.9751785210897456,0.010158425193556728,-0.8408628894974357,-0.10102001609242307,0.006195808572733756,-0.8266622962051433,0.4925634939561504,0.5074365060438496,761.1377616692325,478.9176596998888,747.6685645960257,15.842592895085893,15.649650018714835,0.23542356858921665,0.1811069364645785,0.23415166132366216,0.1825206305796596,Dirty (20-40)
0.3527468200035638,90.41964512599245,0.3264131618560773,-1.7283446102369204,0.31770897296080797,-1.7167347081015565,0.3118649838472672,0.31761660942637443,-1.719631175751426,0.578244195634474,0.421755804365526,168.40405807264278,83.45930071109727,181.38163803290612,4.074755541704003,4.187176490448923,0.6743114696155611,0.6210102370851939,0.6667263970578303,0.6199360167552505,Dirty (80-100)
0.09967463945534563,85.40488713565638,0.15999239951839994,-0.9942659591934871,0.14350688207422116,-0.8899572221636052,-0.01874957559247558,0.13301341789449025,-0.8966775516947689,0.4926279007475589,0.5073720992524411,498.45882679496697,352.4584589781518,554.4822404649384,10.805497149038978,11.296108499198803,0.4036888309281713,0.3594733394519674,0.3924010113982444,0.358751677881807,Dirty (40-60)
-0.2438269380464025,112.39842648776995,-0.13785262276259286,-0.3474645547703803,-0.20256038700773213,-0.09048949446103194,-0.4244813207786057,-0.20479280429556346,-0.09109733448308743,0.4920005276448197,0.5079994723551804,323.1770353404129,198.20273630902076,273.39690648650287,9.319335450686562,8.747606648136678,0.30597674651161,0.2317241894389528,0.2985965246801483,0.2345536800976233,Dirty (20-40)
1.2587073564177766,55.60798067560482,1.7295525716141311,3.714444073333469,1.5075831115370006,3.0442180056139625,0.7091980324935158,1.4943087259983991,3.0142653320714103,0.906716725338926,0.09328327466107407,724.2189834502719,495.3379240068698,743.3678596992893,10.397141862714474,10.56155652434146,0.4520200822492535,0.4026286248121227,0.5042331890525844,0.4009429916351497,Clean
-0.5396374013872096,130.02804045618456,-0.5701141754739842,-1.4154911663067788,-0.5751776993025262,-1.3644607880116997,-0.6164950505095875,-0.5799904811264281,-1.3644200117115166,0.3690828402366864,0.6309171597633136,193.24949938850514,105.469790806896,236.19495054961826,5.743600389146371,5.9866845340495765,0.5049066781818046,0.4318360396041605,0.4900240534268234,0.4323696096672642,Dirty (80-100)
-0.3135334206951244,89.20606622542365,-0.15831277855226933,-0.8566852027952443,-0.2432105769762805,-0.7518073116807193,-0.5514309882175862,-0.2485030655562323,-0.758254731221931,0.2739779746555901,0.7260220253444098,506.91663399516835,351.95680554652444,524.5036505315552,12.187998308131537,12.336713545521839,0.3507787481357331,0.29247800876302793,0.3440859602257277,0.2923644208698691,Dirty (20-40)
