Amean,Avar,ASkew,AKurt,Rmean,Rvar,RSkew,RKurt,Gmean,Gvar,GSkew,GKurt,Bmean,Bvar,BSkew,Graymean,Grayvar,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity45,Dissimilarity2PI/2,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy20,Energy135,Correlation90,Entropy0,Entropy45,Entropy90,Entropy135,Class
47.04211838214225,6175.996650775445,1.2987296206389698,-0.06193274318128239,49.944964780798024,7039.225477605152,1.2927158880163534,-0.13255090263523828,47.87336109696965,6336.035047122672,1.2720040970084316,-0.16773771630147127,43.3080292686591,5129.668524425945,1.2695702015266186,47.984416454961995,6385.242604358949,1.2753429258180242,-0.1621852324736266,0.7699078208327422,0.23009217916725785,105.35822391395806,174.2796850627491,91.35905584528471,146.89598936966559,3.443702509545136,3.257082010814339,0.7569677530674814,0.7388828216094258,0.7598622999363982,0.7362960431325897,0.6584812025213176,0.6580382595380191,0.6582958767995208,0.6581792794670949,0.9928163001514486,4.856881937842152,4.972893234139299,4.837411871086826,4.9716932061592845,Dirty (80-100)
94.98979616691618,5721.6884355433895,0.1706211311490565,-1.146564011294656,94.3272830968846,5908.092301187628,0.2538583199812354,-1.099764779431477,94.40076637912595,5630.793351875768,0.1962139143506275,-1.093027742604635,96.24133902473801,5623.82741438296,0.05672162149040521,94.51785646939828,5678.240392273643,0.1961148384239084,-1.1086259610477605,0.4466903115420261,0.5533096884579739,146.10065993061818,289.38651349712785,176.5135518304652,302.3278900765105,7.6932192478609,7.872281533850187,0.4704671574248346,0.4041423789784603,0.4627660924084666,0.4037994206212529,0.2463114378332669,0.2450468065353453,0.24568660070509374,0.2449833185667804,0.9843842211527576,10.047804300150462,10.550967176041548,10.158713389766692,10.569965193826373,Dirty (20-40)
73.14343533438733,3756.8030663623213,0.9441165430971276,1.0054760243092735,69.98971964301347,3701.004888366201,1.13928369688601,1.4494171765509452,72.72624445749071,3793.473777267868,1.0134101068439867,1.1475335174989505,76.71434190265784,3753.0591888437934,0.6891185686425134,72.4322747602109,3762.6018490354163,1.0170179040338947,1.1672749943435292,0.868085703544631,0.13191429645536895,358.0155124753672,816.2875692802082,535.2742156413008,821.9409064649492,13.60561218042125,13.686792207088828,0.37967536069737984,0.3351775078450481,0.3894857430417952,0.3351149628516653,0.22653746924253115,0.2254246491224111,0.22630331491622335,0.22544874859974545,0.9284994132409248,10.58198064323257,10.97415779236008,10.446830177277704,10.97995985953457,Dirty (0-20)
48.11604730106196,6230.754584331041,1.2656744546697818,-0.14422683604043884,51.036302151238594,7093.338702588074,1.2598856210502996,-0.2144264372057392,48.958654055093106,6392.812736782017,1.2396892605167056,-0.24630815164229206,44.35318569685421,5182.715311638689,1.2365720990751534,49.06810000689499,6441.192950566154,1.2428394101558078,-0.241447450521068,0.7656495503627185,0.23435044963728144,110.35414235949938,182.45068088282864,95.99999686147815,153.65911467957608,3.608846503768491,3.41130411021434,0.7453312196874968,0.7271975930165397,0.7478293539142262,0.7249389935624607,0.6467489145867799,0.6463755141755584,0.6465853916968981,0.6465069260175278,0.9925176798220612,5.0247883558599975,5.143624623465295,5.00509754742156,5.140934517548323,Dirty (80-100)
98.6108184812919,2206.5688983492173,1.1680730899444258,3.0733679354556167,94.33979644792988,2263.509378690503,1.4468101658849166,3.4664305134735613,97.48845288894016,2239.5394859078588,1.3110582595879372,3.3238555789489563,104.00420610700569,2068.0678666357308,0.7598857949656784,97.28914920224794,2224.0580450072885,1.3104586428297988,3.3347371781676367,0.8968222989097168,0.10317770109028326,207.1464260467843,592.0609391775192,422.2329170886865,620.1914786733439,10.881516972190557,11.100161597570924,0.3257473690624187,0.25032122654282873,0.32524315102131723,0.2490024216923809,0.05400718610896122,0.04947145133452695,0.05374191090583358,0.049420848641795606,0.9044702197639938,10.795239661121602,11.40855093393782,10.953947472128556,11.424179706350332,Dirty (0-20)
102.11269889848312,2898.206580968453,-0.3015467211253407,0.3301412928943881,86.92362589718367,2249.0036529147337,0.06654001873879514,0.9070699309581314,98.37357088206362,2534.185173910366,-0.33029235148036656,0.7987767887707999,121.04089991620215,3308.4651053511143,-0.8738506159797605,97.574771996138,2511.3238550016986,-0.302439001608015,0.8084135725762964,0.14949539111742632,0.8505046088825737,270.0079742210859,315.61436546437415,100.76080507547584,390.4541399451384,7.030234438982946,7.759820116000512,0.5074047157745863,0.4462164512507236,0.5319689864043259,0.4422513615279895,0.14538675562543213,0.1433934040710065,0.147234221768904,0.14320858181777293,0.9798130670813012,9.476435268438763,9.846457614694843,9.184329332423305,9.893839343353717,Clean
92.01634516765286,2473.260443552129,-0.2721479381474424,-0.25577707323720755,90.6666923076923,2632.9566397100593,-0.0693988667798365,-0.4065820526598176,91.26512524654831,2522.760989668732,-0.1867860426921789,-0.31399974772968164,94.11721794871795,2257.2641406231096,-0.6085698832866921,91.34359413086784,2514.912038686865,-0.1942209986975892,-0.3141117079295808,0.2370749506903353,0.7629250493096646,140.77917197137918,351.49635487336184,229.01405226692782,286.3101742367565,9.711931724411233,8.975655673145246,0.3191939926603233,0.2572043635560534,0.30976400873486715,0.26045022625509795,0.10340239510868328,0.10191713596998858,0.10244752316000726,0.1020961353148358,0.9542552205289284,11.34732083364849,11.888079405865064,11.514249108416552,11.824415090242471,Dirty (0-20)
146.0226099495402,1402.174326729013,-2.610700020480229,8.391930713384308,146.08941903915897,1460.581241575209,-2.649445068770199,7.762249908117933,144.06394533601542,1378.113408094153,-2.5491947966854407,8.231682433725908,147.91446547344617,1360.4083826716142,-2.647322436226973,144.77198099984213,1388.9736965942666,-2.59043910516124,8.240495139892099,0.06585501490302025,0.9341449850969796,119.61010684117814,212.79971679593217,122.91631537358968,207.74078000652844,7.785412232025044,7.752255288238291,0.26048874729192595,0.1926369459531605,0.2527369199513266,0.19300798466118507,0.053660237640932085,0.04926896295373785,0.052955706359061744,0.04929071258789823,0.9552542469080401,10.278200942355602,10.646045614740428,10.32882601171642,10.643789710214193,Dirty (80-100)
94.44601044417699,1521.9275132304715,0.43316638543264985,2.1119014038740653,91.14868744358641,1660.4445202659629,0.7397230778089093,1.861031071689004,93.04189858924214,1555.6230460159256,0.5708835762785872,2.061032474353829,99.1474452997025,1314.7676146373822,-0.07453010980803264,93.07980113861444,1548.3276370734613,0.5640479670603106,2.0618045552728,0.8450078143282185,0.1549921856717815,173.14014833122155,458.6490618819732,298.2961007005178,408.13215314341005,10.696350442911477,10.241885888916686,0.28727364902028424,0.21621753029728727,0.2776230031578645,0.21804169766501946,0.04481949851629559,0.040945128089084924,0.04402035646828628,0.04105787961688576,0.9033017791657904,11.235208037662144,11.83352933964333,11.411193841494093,11.79978297038276,Dirty (0-20)
78.98732013555194,2728.4901616202005,1.0039926303699993,1.988938719171124,66.91428160120725,2428.253903894967,1.7810733794814204,4.318812299439837,78.91483161907787,2614.453279089833,1.1364295011383567,2.6748749842419386,91.1328471863707,2849.485960496841,0.32145834120693184,77.2456336626822,2566.677436428844,1.2173432226513403,2.871530379279015,0.9009233151979668,0.09907668480203327,148.38807843059328,680.5879615259106,517.911464298212,621.2516574739542,9.737406779526117,9.319389062661669,0.5346322147972377,0.4318971968796727,0.4935534294451995,0.4342424636871148,0.13540558901536545,0.13030870911754594,0.13355077579792568,0.13034727317976896,0.8986684504220253,9.0878838657113,9.874214708751818,9.54530765514408,9.85004306814941,Clean
