Avar,ASkew,AKurt,Rvar,RSkew,GSkew,Bvar,BSkew,BKurt,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity20,Dissimilarity2PI/2,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy45,Energy20,Energy135,Correlation45,Correlation135,Class
2506.669426633667,0.8853743838579908,0.277921635035308,3458.130878657116,0.6083597044234756,0.8827074025165502,1725.9425727163418,1.2231209482079142,3.1522828835197387,0.8764791538709756,0.33958734077722763,0.6446321614583334,0.35536783854166665,231.9473557901139,789.0489407906258,633.5586285205144,838.4864957737102,7.762534749370165,15.258816595458242,12.49937304415855,15.475729147749965,0.2882497008709748,0.20587382966980794,0.2484730363897163,0.20525408597489664,0.02851938448064727,0.0320002357504938,0.02834213954966598,0.8246670635526497,0.8136813993634999,Clean
1785.8713023201874,0.11683254770946665,-0.5301281991532698,1658.8267699051426,0.016671474328574628,0.11664376623991883,2052.7749526144794,0.25760958110120563,-0.6034531516354087,0.11094502794305837,-0.42029322663228896,0.5547439236111111,0.4452560763888889,275.7136347841194,468.68082461850304,327.88036335187775,444.623608499773,11.354932238728173,14.724543579226207,12.201688543115432,14.37879797868859,0.12324888134816275,0.0971271192803605,0.11700472078324492,0.09828785506265553,0.016585685677258908,0.017587342456971213,0.01666421488012711,0.8572971796763935,0.8646219195330024,Dirty (80-100)
2054.7446898308367,0.19453344554429705,0.059589588724354936,2018.512627280888,0.08056284515940329,0.2043480079459713,2162.4436395195817,0.3037216838500929,0.19716514093414214,0.1979281440207216,0.0948710769689982,0.4929730902777778,0.5070269097222222,290.06792958908875,574.2383468482533,402.4063836491653,556.2173431738327,11.06830748848928,15.404302518157346,12.442875304242008,15.084599734015073,0.14092063954057046,0.10681993350253713,0.13183911915925028,0.10882473379243103,0.015154131676759913,0.0163896101231212,0.015286856712543394,0.8543397711782795,0.8589108563362299,Dirty (60-80)
1931.7309542448772,0.2155632458453348,0.3652294085196881,2072.0068108451933,0.10070465615712776,0.2107639197120932,1762.9988181050576,0.3242096794532204,0.9927772903395948,0.2090216489910332,0.3413274584771493,0.5602094184027778,0.43979058159722223,163.2412855095127,419.0311026195057,264.18710339881767,345.44887402253784,8.139187516288763,12.528319347195142,9.479230050417248,11.764058542781047,0.17988830557399255,0.1333097529544351,0.17214904557891764,0.13666338397875302,0.013462478293455588,0.01550026254828574,0.013685645069875293,0.8907296900744723,0.9099176357401348,Dirty (20-40)
2518.336189836646,0.4954881770278734,-0.20411346776169825,2460.876584023933,0.4580375777827952,0.4954027730367324,2566.2200287176897,0.7284200003196267,-0.049429461350217085,0.5170436998349269,-0.07024004436508502,0.64318359375,0.35681640625,309.63049908782943,522.2715286303514,328.1039638386647,540.6890423129156,12.579343671270975,16.265410759666413,12.836963230180798,16.664294623429072,0.11428833553757604,0.09121644007310706,0.1154049529174205,0.08963483171884014,0.01029191372946603,0.011592299346777659,0.01020237431357842,0.8839152504610011,0.879821566473658,Dirty (40-60)
2029.3628231299888,0.2658251306429391,0.10245590656774216,1910.9113946747211,0.0998153868591673,0.28816951981218164,2057.443882664478,0.6187051245128936,0.4484286570814073,0.2803508141286568,0.41120134296781297,0.486728515625,0.513271484375,326.7768970984275,589.1432208098947,390.4449300243394,617.3022854477107,12.907211580227607,17.583766220349904,14.02473052851182,17.82702389405839,0.10886607782000213,0.08211239645178374,0.10243260840203712,0.08125270173519365,0.010576005874849172,0.011743716274214873,0.010531210050677888,0.8309828606180582,0.8229043675381004,Dirty (20-40)
2209.9032062985243,0.8892524011964331,0.5855157762300554,2731.840723231633,0.6636039211787184,0.8216883030122963,1606.686012794823,1.1614247197348346,3.014144089935658,0.8202209392771509,0.3764306597681073,0.6806119791666667,0.3193880208333333,252.39959929632514,606.832320756502,404.2999011213493,567.7499752610103,9.26831617583181,14.643917307614936,11.219185718011117,14.31659273967731,0.2049292224823735,0.1477395463255651,0.19020939189178196,0.1499080920446843,0.01806900951225504,0.020921215693714558,0.01827955478698969,0.8600849203176599,0.8690960141816576,Dirty (0-20)
1395.0922007222366,-0.5760302061318678,0.20369749981671026,1262.6279642930724,-0.7248299497672529,-0.5657484098594303,1677.0197035454596,-0.4571435494557927,-0.04796442382394206,-0.5918459386123152,0.34570322178209834,0.32070746527777777,0.6792925347222222,225.88356463382854,411.4211391679654,285.95587513038936,378.2421539341517,9.855298193032755,13.013540655131967,10.704682067107106,12.580837776383454,0.13946374553025356,0.10935063094795654,0.1303934627913677,0.1110225208878112,0.0240302395822998,0.025317805121228637,0.024145719957093484,0.8372283886598579,0.8503551054492684,Dirty (80-100)
1665.0900993288544,0.22500785056676967,0.6575105636842964,1728.0272623228839,0.08229048048360542,0.23074072242813576,1604.9687744756586,0.3683856640521008,1.1245364043753394,0.2294737258956984,0.70077559645912,0.4997298177083334,0.5002701822916666,158.28376552862468,366.7194152681437,235.93369806154362,335.93979345390017,7.9727738684736345,12.164494166491762,9.2260550678025,11.729674065165216,0.1833513388661312,0.1302631841664238,0.17059620649372095,0.1334452348642392,0.013362783588789845,0.015448742573426094,0.01357203415455954,0.8866725056132544,0.8961843508519819,Dirty (20-40)
2176.366428201225,-0.2331892200732737,-0.6653191867611961,2127.376013712395,-0.35582492075227595,-0.3185431547679003,2336.3838269476237,-0.043740926206384916,-0.8543737424411892,-0.30261518078744204,-0.5356176655084264,0.4789442274305555,0.5210557725694445,248.364650117279,420.88683570374565,290.86292593880404,395.67921196257936,10.483760099035706,13.668061474487308,11.291424721835881,13.279758286474252,0.1429387948642209,0.11453360487777947,0.13824479233427467,0.11579619795691826,0.017516575571334708,0.018677157498222227,0.017603180707574814,0.8989011381903486,0.9049561196899364,Dirty (80-100)
1535.226216404837,0.288206845274753,0.17239902848043265,1384.9783525682985,0.17277090048729685,0.27779793463739405,1787.1679022111264,0.4835525389628735,0.04815904630210754,0.28186053787229776,0.3584853052943773,0.5658517795138889,0.4341482204861111,283.3872632699157,493.02476943805016,328.8349769645341,464.857980798194,11.533886065502564,15.1464700451609,12.098376651599441,14.711088830916884,0.12454037277629346,0.09869612032932147,0.1259012674076581,0.10032338045311508,0.014904156999352575,0.016571490951306226,0.015003128536273646,0.8232185109163227,0.8333180278084107,Dirty (60-80)
2701.217729578605,0.9092120748447082,0.7012872865631885,2774.7970112530543,0.5038973121569582,0.8833550714280568,2353.467227493285,1.6725440793867186,3.5976220641315515,0.8944705586393301,0.8622228140782884,0.6103255208333334,0.38967447916666653,480.4235166362615,977.1958871293092,733.3425319454103,1012.0257687845057,13.675493006689253,19.483670635416875,16.291762647774682,19.559185994795588,0.1456256777132847,0.1204919389335812,0.1411991695225018,0.11627554433634535,0.01949034101922946,0.02039546326684675,0.019210497715975067,0.796051912511854,0.7887827289572051,Clean
1612.8865715683535,-0.021756989185657404,0.2627370385443326,1704.6145361050076,-0.17285568798354653,-0.009617347485976023,1547.0884725991884,0.12061129951820065,0.7055262523981227,-0.018434900292615658,0.2377381034728661,0.4515049913194445,0.5484950086805556,133.95688689080012,313.1202815133953,203.71403424895686,289.08241182860814,6.96700112935453,10.53446005387119,8.049615351182192,10.272008186159,0.2116893306744045,0.1562655012820884,0.20046740183730466,0.15755314208687007,0.01683669124572858,0.01923942236368217,0.01693815281802515,0.9004675917441283,0.9081085556042776,Dirty (40-60)
1752.2178074216877,0.05430911374613217,-0.6637313893483894,1643.8587282983465,-0.05333368680278167,-0.0031898812674496877,1969.8272047605615,0.2235044977151734,-0.7510794812730297,0.005147295003437542,-0.576477405128692,0.5432107204861111,0.4567892795138889,284.29026148901056,474.99400174640914,326.9404305024338,438.60057133474174,11.563832421162367,14.984286663455146,12.331366263908205,14.416793805139404,0.1227187974861018,0.09777694931438696,0.11840943455381722,0.09952766891175324,0.016831327342806332,0.01797808578037949,0.016964460210650102,0.8553992935691509,0.8664784640554476,Dirty (80-100)
