Amean,ASkew,AKurt,Rmean,RSkew,RKurt,Gmean,GSkew,GKurt,BKurt,Graymean,GraySkew,GrayKurt,Contrast45,Contrast90,Contrast135,Homogeneity45,Homogeneity90,Entropy45,Entropy135,Class
130.98438752558198,-0.5482628609333594,0.5472050264483189,130.0940721182811,-0.6173001313586889,-0.11603397243409665,128.60718572312865,-0.5239954044750138,0.3031271670654663,1.830740162920265,128.2738220715289,-0.6366679825119318,0.4422521272501165,343.02248284007413,203.24744761858554,345.5321842148906,0.4550969159582442,0.4819332051647425,8.899374457660775,8.88704391053644,Dirty (40-60)
124.4416223,-0.815842518,2.201738804,126.4467719,-1.0338344720000001,1.693179494,125.62297520000001,-0.9116538009999999,2.044925217,3.428002025,123.3373138,-1.0077870740000001,1.79520282,385.417216,270.8799802,375.8374903,0.529290845,0.5379537320000001,7.535450482000001,7.5295415420000005,Dirty (60-80)
125.25787926175259,-0.04357363704194897,0.8459584724099276,124.64583013566006,-0.100310478115885,-0.05061348982140101,125.14285018507697,-0.015586458002622232,0.4442372533549137,3.2400513930087764,124.32050190627727,-0.19647383797638612,0.7529136742243621,244.5873781008197,150.9079354205063,220.9745877370739,0.4158482896566639,0.4544097173956802,9.58268567103869,9.540609846478207,Dirty (20-40)
148.4792684211261,-0.8302930843417979,-0.5168407326709921,159.6838848953733,-0.9519529608472452,-0.5611626826769345,150.93769110526517,-0.9480305220876334,-0.44608842377331737,-0.14621451861438706,148.0719338771075,-0.9048070315777088,-0.5848225071736017,143.68034809268974,79.81518879134741,159.2078990264246,0.7884539166311714,0.8013758260386623,4.002953563094739,4.015178843883642,Dirty (80-100)
111.58699479999999,-0.445649335,-0.45742782200000004,112.7584514,-0.486574295,-0.974902567,110.03887979999999,-0.45783883799999997,-0.69017012,0.9291180809999999,109.4991807,-0.49573731200000004,-0.6438765470000001,345.2903102,252.2857293,345.5330973,0.40840079,0.445997484,9.375075118,9.372482981000001,Dirty (60-80)
149.2720926493165,-1.6620976619279932,6.601962927844857,150.6016943377773,-1.9500774535909755,5.7438572895956215,148.3196746893944,-1.6645373799596015,6.221893289178197,8.301233652733071,147.21496298404773,-1.9161711420943432,6.093890743303387,237.55207233662173,164.16506208167633,247.7117354883854,0.5681622157172064,0.5879949611148259,6.71698823458561,6.7207097154633155,Dirty (80-100)
100.34786603243748,1.4599916318991593,2.6660893899622358,97.09319704307093,1.7259351322953518,3.1114749877620627,99.54604474958286,1.600736887950139,2.899074139897873,2.211225537089192,97.91221342808198,1.4554632865258363,2.730274903778356,545.8341301525281,349.9815311055068,550.8406341386468,0.4263950663417223,0.4874402093844538,9.539714447215836,9.544190462782586,Dirty (0-20)
101.31880119549255,1.0092397232746468,2.683728716216896,98.25167541535014,1.173506281808989,2.0867932253414185,100.57909598671101,1.1209376371784658,2.5113842006407903,4.419564615411346,99.25945577821018,0.8574004686816488,2.3867002275255853,386.03134897040434,254.3246354318233,348.2344306787526,0.4671538433992916,0.5018145325810635,8.703405249963618,8.675071498834175,Dirty (0-20)
135.5226892,-2.439636437,12.27928114,138.9735448,-2.8916506710000003,14.42294895,136.84840590000002,-2.577932386,13.29413689,10.75811241,133.9891336,-2.524899172,8.946610746000001,290.8601514,223.1942135,305.2795235,0.599700401,0.603141687,6.035063678999999,6.038420342,Dirty (80-100)
105.2353128,0.555703327,-0.40567548200000003,102.0305218,0.564517287,-0.6437651289999999,102.1848266,0.575653076,-0.551721393,0.204128855,102.3517021,0.560870301,-0.52198625,796.7027843999999,533.0150808999999,812.5180892000001,0.32958585,0.360893677,11.27422315,11.27510847,Dirty (20-40)
119.1565655,0.138261365,-0.846014217,117.76272990000001,0.12471952800000001,-1.088440792,116.79307179999999,0.148241677,-1.0003441929999999,-0.314449347,116.79156029999999,0.12425475400000001,-0.955174448,803.6237891,513.442818,795.8939695,0.23960509800000002,0.283513921,12.47346865,12.46847965,Dirty (20-40)
