ASkew,Rvar,RSkew,GSkew,GraySkew,BlackRatio,WhiteRatio,Contrast45,Contrast90,Contrast135,Class
0.075008098,2578.4410190000003,0.032749461,0.09054947099999999,0.09050827800000001,0.482259115,0.517740885,654.2290492999999,442.43667089999997,601.3665927000001,Dirty (0-20)
-0.12432537803940467,1622.6688237751102,-0.27955552373652554,-0.13097283351057865,-0.1397924950824438,0.4573036024305556,0.5426963975694444,325.5860008851665,204.9122185761475,310.3679726316087,Dirty (20-40)
-0.10008127237214914,1801.7422468481327,-0.25857569852834034,-0.15675875452662755,-0.1465502943414443,0.5109724934895833,0.4890275065104167,356.3674020576609,219.26330058787147,342.4366790538496,Dirty (60-80)
-1.206377427,1089.8471,-1.526162275,-1.303795457,-1.32775032,0.128029514,0.8719704859999999,338.80942819999996,229.61975069999997,311.4921526,Dirty (80-100)
-0.6873900359999999,886.7916997000001,-0.87447933,-0.781246828,-0.7786449190000001,0.214724392,0.785275608,434.91519910000005,277.7781935,449.5611716,Dirty (80-100)
0.4746809251550806,1855.074536243661,0.29748135521720115,0.4926455127794231,0.5024755727947103,0.5587843831380208,0.4412156168619792,460.4421863917742,283.6347566685122,457.99274648264486,Dirty (20-40)
1.0876790851828635,3042.83462783787,0.8969366551252647,1.0266925971353429,1.0241533778479566,0.727587890625,0.272412109375,651.1837742673177,443.42189455841424,657.1702423116117,Dirty (0-20)
0.5091182160000001,3034.526273,0.5100634279999999,0.525885329,0.527493335,0.619140625,0.380859375,1142.942129,715.9369230000001,1118.31913,Dirty (0-20)
0.004297045207979887,1933.9170971399933,-0.16211359362833544,-0.011220686743970587,-0.015569170529222612,0.44719075520833335,0.5528092447916667,313.72015689413143,205.8438575712796,297.72183153345867,Dirty (40-60)
-0.23776204310376256,1600.8225461763175,-0.3703141583423944,-0.2430595409704171,-0.25566134624056003,0.41925455729166666,0.5807454427083333,481.13055009727026,338.6439368915161,467.49208515432235,Dirty (80-100)
-0.17767571399999998,2091.6799140000003,-0.385994355,-0.281020224,-0.279857803,0.298239704,0.7017602959999999,260.643353,141.3416882,266.235644,Dirty (80-100)
0.13837004937167108,1418.2058373072311,-0.0324185957267415,0.14231578230709035,0.1399740911109764,0.5381499565972222,0.4618500434027778,498.21002043277474,343.9849074235048,488.37681342234293,Dirty (60-80)
0.4941215588528379,1801.187579046151,0.32953595680790937,0.5199314419223894,0.5296102436408425,0.5644083658854167,0.43559163411458335,459.9723840959403,284.0558251775013,458.10036917185874,Dirty (20-40)
-0.6880642370000001,1539.926409,-0.837819333,-0.737946275,-0.74152905,0.230350477,0.769649523,319.4796482,218.6349531,302.6186716,Dirty (60-80)
0.28971729572380034,1305.0654086171362,0.11903260243902407,0.29715091874895483,0.3074223055056329,0.5504231770833333,0.4495768229166667,509.7233528454188,362.8197898557023,514.2221985404539,Dirty (40-60)
-0.5722566776099824,1193.1755140034945,-0.6939746431017605,-0.6018987001235634,-0.6101119272028013,0.3385101996527778,0.6614898003472223,356.1241734186891,245.99511582927673,328.9858982319508,Dirty (80-100)
-0.1153606655651729,1397.1943533196616,-0.2255595104673741,-0.12668492708485954,-0.13580826137884144,0.468466796875,0.531533203125,451.8146783224461,315.3642689499305,423.6013249224391,Dirty (80-100)
0.1064375646289486,2173.353612500621,-0.039286657944890564,0.07530022356515563,0.08612403386577923,0.5811338975694444,0.4188661024305556,474.153106619066,332.12585622392214,449.6490010341442,Dirty (80-100)
1.0399022454969549,3149.089750700537,0.8408991182901786,0.9598111246162416,0.9592039334263208,0.7132020399305555,0.2867979600694445,655.4832519755847,449.5778490090403,666.3309348293449,Dirty (0-20)
-0.8634898129999999,993.4985379000001,-1.013927343,-0.8975206920000001,-0.9065660329999999,0.233604533,0.766395467,215.8283997,147.04064580000002,227.1735486,Dirty (40-60)
