Amean,Avar,ASkew,AKurt,Rmean,Rvar,RSkew,RKurt,Gmean,Gvar,GSkew,GKurt,Bmean,Bvar,BSkew,BKurt,Graymean,Grayvar,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity20,Dissimilarity2PI/2,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy20,Energy135,Correlation0,Correlation45,Correlation90,Correlation135,Entropy0,Entropy45,Entropy90,Entropy135
152.98440783860326,826.0459664012177,-2.489329845995231,13.039589766271991,152.8943898355725,797.307751734119,-2.921672654044929,13.834408172184006,153.0344529558701,857.2427147423745,-2.5363402986508863,12.900239818801563,153.02424278822093,823.5041867752378,-2.025746739981954,12.399032167668832,151.17435256218812,1104.3155530953588,-2.6988571061282665,10.922916678611879,0.5696906031179715,0.43030939688202857,134.71410630325806,218.79269254716684,170.1396743329967,216.16111602143516,5.027209684043835,5.931609698248832,5.261835796080665,5.869638686724536,0.6036897711210677,0.597227221586081,0.6026029275808249,0.5976060824855496,0.5550910799549348,0.5545089360936534,0.554634690778183,0.5544811629043747,0.9889982927040141,0.9821364414659763,0.9861062445755601,0.9823512992875832,6.085781897891349,6.135842368145633,6.097968790589117,6.134618700272541
153.08314844551907,809.7838067259102,-2.481028922889637,13.21517230414678,153.02897957952118,784.8892396062563,-2.917501190068483,13.889346935119764,153.15456082352173,838.3717318121085,-2.5332168312736774,13.122723417961268,153.0657446922546,806.0153023917431,-2.004919263708582,12.641405486223329,151.41125952417977,1069.4728290960268,-2.7108408125128407,11.25834088962485,0.571183359360878,0.4288166406391219,128.5579653306723,217.42065571750976,167.4186574059654,211.62124332375282,4.874056424026843,5.785762682179827,5.109353842137969,5.706553835581573,0.606593685030704,0.6001073914907582,0.6054650223926157,0.6005876916555869,0.5570397457107559,0.5564329023486864,0.5566280363688392,0.5563993640756996,0.989490213868127,0.9822303112389661,0.9863144210792129,0.9827042945083748,6.039703822792942,6.091059228293026,6.051356710182938,6.089477406632679
153.03132151765902,823.2301573949836,-2.5311287058996195,13.409553154222671,152.9134835232031,802.0193819150745,-2.9558284147138942,14.06746591451681,153.10983994972833,854.0814600551637,-2.580439107264912,13.269914572594462,153.07046704437835,813.5019046500304,-2.0608285719185764,12.882079013008973,151.03319017311512,1131.155071165968,-2.724347705896094,10.880498494177383,0.567434800259584,0.43256519974041596,133.3195547641041,220.30350997884233,169.78947329391156,215.13797614992487,4.997503072969874,5.9200742708168725,5.243612504023008,5.852849088794738,0.6027228600646952,0.5962909034347716,0.6014435124302708,0.5963200346743032,0.5535016641200946,0.5529493390242837,0.55306161659821,0.552917891235959,0.9891282732802716,0.9820396428371452,0.9861553718934006,0.9824607656440998,6.09401055587902,6.145356530274167,6.107318761504935,6.143861049000656
153.17096339806358,812.7773125263456,-2.4832446858095003,13.194477695462517,152.99181140448636,793.9349048864511,-2.9057710125109315,13.742255291364266,153.22573197450538,837.7225462707462,-2.5304718703028026,13.125785240035569,153.29514714804566,806.575083455255,-2.02013349550481,12.699135949514956,151.4467604066065,1074.3305227490976,-2.70792991411898,11.214008422546051,0.5678259542527625,0.4321740457472375,133.93815805666716,223.38692884086913,172.72039920088636,218.11875464285367,5.020236377735832,5.9388720305216856,5.264498025204415,5.869905847936297,0.6028146829186126,0.5959333321487013,0.6009899102689128,0.596148794642077,0.5533615447696817,0.5527202714349496,0.5529102868856415,0.552688014353381,0.9890815836897058,0.9817945741964302,0.9859212581294092,0.982223916033842,6.104070020686262,6.154454307096295,6.1160270907813805,6.15330820265123
156.38104155728632,807.5047712709405,-2.618938011620537,14.256845743746588,156.27570669336825,794.0036535452554,-2.9973788589617754,14.547585702298722,156.3604169553379,838.6499226259727,-2.6701694747244,14.125937825204218,156.506904180972,789.7623233335543,-2.1794272340461194,14.05680653693091,154.42539717882926,1106.3332362263573,-2.8157177807450573,11.694504739959715,0.5694653932431111,0.4305346067568889,134.46962096825604,223.71051524266034,171.85085658519816,217.569583250773,4.9893079923905965,5.9163481140273735,5.239309184912946,5.842749652875952,0.6053625168365275,0.5988203034182776,0.6040296945248635,0.5991647306707344,0.5563529609116766,0.555751248469208,0.5559031711298492,0.5557575471552667,0.9894378530893482,0.9824329186237293,0.9865027911763322,0.9829151411598971,6.058927905021053,6.109805361060409,6.071961744537709,6.108547352440163
156.88996931938442,826.599595951154,-2.689479546922584,14.431118210176365,156.70153491839062,822.3171588806509,-3.0476596480586347,14.576919541978327,156.97247553417876,842.983332115128,-2.717964492261055,14.39758460642409,156.99555630460756,814.4289962662266,-2.296362286145897,14.294713042536682,154.60501432634425,1174.1915515862743,-2.831085240996934,11.278922241857758,0.5688416211555044,0.43115837884449554,135.09605458839997,225.19081915338083,173.0636665791616,219.4959543629281,4.993876301285975,5.921043472323953,5.241064476371419,5.8529648586531655,0.6053135305728663,0.5986096842222789,0.6038536143812778,0.598995310065743,0.5561204267208162,0.5555242652682042,0.5557408925340243,0.5555402697509537,0.9894706734171899,0.9824534151233615,0.9865126565348351,0.9828971518120165,6.057062377269695,6.108014320971798,6.069522139231847,6.10669453868664
156.28269256120373,776.3140418403515,-2.657194273093737,15.082940279529094,155.9952038683125,772.25554931042,-3.0657213887018786,15.299733039251578,156.39076666318292,787.9113103115561,-2.685693955318431,15.10605196472224,156.46170800248342,768.6382798262493,-2.217132666474971,14.811493976898618,154.18634942254056,1093.1995961422451,-2.8637307324807804,12.074953772766976,0.5585197488317237,0.4414802511682762,135.58387317271362,225.20277981240827,172.0438155453417,218.84040531324285,5.061110954600113,5.99436957746228,5.295628308320246,5.91491731731553,0.5965423533363643,0.5900498455164478,0.5952823056529961,0.5904458152215262,0.5464895541080951,0.5458656521173386,0.5461533176239948,0.5459327956302104,0.9893684965963107,0.9823454068975125,0.9865106322680719,0.9828441801943685,6.165532470189125,6.21839936784489,6.177358902432066,6.215955280379431
156.29543474106012,827.2173075441304,-2.6894097226165425,14.307224523860803,155.9707225721721,832.41899025948,-3.052381656891211,14.316391858151032,156.38169659106165,848.2287570943371,-2.7222619692917425,14.243717260390092,156.5334838858091,800.8089567192374,-2.267443302475225,14.307644584168354,154.07528108391426,1165.2115174798464,-2.8272458174249873,11.248205695452747,0.5556720292298711,0.44432797077012887,138.5901080766101,227.68835718860325,172.84579019261494,220.04209050679734,5.134021520426912,6.07176024359166,5.364889276481766,5.996502414469453,0.592978260023862,0.5865254045663795,0.5916955383542842,0.5865778612447278,0.5424911212154226,0.5418699135668419,0.5421222564700475,0.5418621208223477,0.9891955729242112,0.9822535284388524,0.9865260346457486,0.982849493273828,6.2244253446406494,6.278062511089822,6.237287280566071,6.276181023647125
156.2794948336233,779.3243103438641,-2.72573063762207,15.401592300860742,155.9895298759574,784.4108137331315,-3.1020338442762956,15.40708753158884,156.29238517298825,804.6983576235508,-2.766309155965644,15.282095847447863,156.55646992283113,748.6507319518283,-2.273530485709973,15.444786192938821,154.05676440148247,1115.1501676092034,-2.890635202195269,12.010053748324019,0.5516656640876185,0.44833433591238153,138.12991879056202,230.25492151768347,176.85583695589293,222.59345781561575,5.151175290505006,6.102669311562666,5.411347028611177,6.030072704955319,0.5907683171346484,0.5836488519023887,0.5892125510337313,0.5840910603668603,0.5396881541499913,0.53902540781749,0.5392777766820886,0.5390198762359251,0.9892033626120774,0.9820064801404939,0.9861774403871048,0.9826051935072596,6.2456310422425,6.299518726219453,6.26015011150607,6.297761631855236
141.61021960318408,491.78827609118747,-2.339320009045384,20.387400975985823,140.4477819751416,440.2917183487966,-3.0872332903648356,22.581365287224457,140.71153704870267,508.0892860346245,-2.3920259589667827,20.00700832236858,143.6708882345763,520.5100562283335,-1.7634834639139898,19.11601663958418,139.53217951824772,673.2341310017873,-2.915495125138168,17.061050911260853,0.36623323942297603,0.633766760577024,98.0862096996515,196.80425347748877,135.05126992595473,192.59730901619102,4.592527590597839,6.094295664413732,4.969417903450058,6.013280994042056,0.4582221378637683,0.4344950383584023,0.45401650742441996,0.4350150023801462,0.355282293408291,0.3542933855658901,0.35481826960738894,0.3542665843419997,0.9898542180497305,0.9796215238554131,0.98602315832849,0.9800571400366246,7.669366913701848,7.8099962784082875,7.704977586781424,7.803509019189899
