Amean,Avar,ASkew,AKurt,Rmean,Rvar,RSkew,RKurt,Gmean,Gvar,GSkew,GKurt,Bmean,Bvar,BSkew,BKurt,Graymean,Grayvar,GraySkew,GrayKurt,BlackRatio,WhiteRatio,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity20,Dissimilarity2PI/2,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Energy0,Energy45,Energy20,Energy135,Correlation0,Correlation45,Correlation90,Correlation135,Entropy0,Entropy45,Entropy90,Entropy135,Class
96.31269525,4321.206291,-0.524714915,-1.303325342,99.00861742,4657.859048,-0.533703403,-1.413013965,95.70882408,4304.09752,-0.523827772,-1.33960613,94.22064427,3989.652972,-0.533405836,-1.122470561,96.3027324,4347.956931,-0.529552594,-1.343494891,0.361786288,0.638213712,184.7501007,322.733559,205.6998921,303.7663297,6.630165316,9.017881917,7.2376645,8.756492863,0.384399989,0.352946392,0.375899653,0.356024798,0.268079327,0.267194531,0.267327982,0.267178913,0.978596871,0.962570383,0.97615647,0.964770142,9.326280488,9.551957649,9.401086563,9.535498813,Dirty (80-100)
74.18416823,3901.586475,0.602104054,-0.070671672,69.66441107,3830.476668,0.798557598,0.168316533,71.2552098,3774.364323,0.713279032,0.105108382,81.63288383,4015.428068,0.316653418,-0.270621011,71.66539537,3791.729717,0.70121637,0.087283373,0.709951202,0.290048798,311.5813015,790.7352912,525.9138324,742.9384639,6.681382999,11.78365044,8.64725907,11.4213404,0.473708436,0.429984995,0.479838075,0.431942371,0.280024077,0.279185949,0.279846475,0.279202168,0.958682265,0.895112639,0.930258161,0.901452666,9.75993469,10.21556541,9.84150258,10.19071532,Dirty (0-20)
64.53080139,3955.310665,0.70793769,-0.215532518,62.14693406,3939.187172,0.819900875,-0.09061436,63.06700497,3899.226012,0.773979987,-0.101610258,68.37846513,4004.888773,0.537294201,-0.389372539,63.25444618,3908.068404,0.76579089,-0.121027727,0.664643154,0.335356846,399.4366681,796.8525419,506.089202,774.948864,9.175926478,13.73096027,10.20600123,13.58328176,0.450490075,0.424008165,0.449418145,0.424174781,0.36195227,0.36076238,0.361075503,0.360748109,0.948615155,0.897487239,0.934894175,0.900305083,9.435021416,9.766103478,9.512679316,9.758853274,Dirty (20-40)
83.71036324,4187.11215,0.019733332,-1.218548386,83.64838509,4423.649424,0.084964501,-1.289224097,81.88874852,4131.528726,0.065021881,-1.229550737,85.5939561,3999.288257,-0.100527966,-1.114676347,82.52981676,4176.095051,0.056448615,-1.23650593,0.505368228,0.494631772,329.1464036,577.2812731,365.6145864,567.1432111,9.592571013,13.29428717,10.18951685,13.1866195,0.370902071,0.343357048,0.369977618,0.343644268,0.274491672,0.273802427,0.274415954,0.273817005,0.960334328,0.930389092,0.955933303,0.931611581,10.42222353,10.72386687,10.46810513,10.71797658,Dirty (40-60)
100.6703979,3654.913091,-0.599230297,-0.959015403,101.0375927,3879.646515,-0.537661984,-1.114812322,99.05643198,3624.293607,-0.565245118,-1.020773821,101.9171688,3456.504995,-0.70670807,-0.703415132,99.68368777,3658.918332,-0.571243236,-1.020150774,0.363255487,0.636744513,283.2652484,521.8610097,366.9202477,524.2086554,9.397339952,13.04172582,10.58288268,13.03346236,0.299099411,0.268965396,0.292366485,0.268847583,0.193576171,0.192753617,0.193309809,0.192789929,0.961008046,0.928058908,0.949482608,0.927735273,10.82081043,11.11890385,10.92260065,11.11727687,Dirty (60-80)
32.21240927,2310.528376,1.526814028,2.188045611,22.76987569,1341.953671,2.339997526,7.265097766,30.70151268,1971.145844,1.553463572,2.918974465,43.16583943,3407.063731,0.966734545,0.026292819,29.91471778,1896.808053,1.612191051,3.230329155,0.621812278,0.378187722,148.9827558,655.1828793,522.4161769,627.9094067,3.778350421,7.821425996,5.843443703,7.594337054,0.685651051,0.669663378,0.693442095,0.670930755,0.615007904,0.614317682,0.614666064,0.614328078,0.960362901,0.825780248,0.86103052,0.83303254,5.310230074,5.481365,5.290291587,5.475498763,Clean
